addr_ctpv_nm,nation_yn,row_num,base_ymd,faci_stat_nm,reg_dt,inout_gbn_nm,faci_zip,faci_gfa,faci_road_daddr,faci_cd_hash,ftype_nm,cpb_nm,addr_emd_nm,addr_cpb_nm,faci_road_zip,faci_tel_no,updt_dt,faci_gb_nm,cp_nm,faci_nm,faci_road_addr,atnm_chk_yn,fcob_nm,faci_addr
"경기도","N",804,"","정상운영","2016-11-07","","442765","","","W1sPulgtTPzYk6AKh4CSVLadzhDh+xM6UkczHPxNZlw=","축구장","수원시","","수원시","442765","","2020-07-27","공공","경기도","수원월드컵경기장인조2경기장"," 우만동 228","N","축구장","경기 수원시 팔달구 우만동 228"
"충청북도","N",805,"","정상운영","2016-12-31","없음","380942",273,"","HttozmmF642B0qDljPnQUQgYGFNytbIdZckAT9KPU2g=","축구장","충주시","","충주시","380942","043-850-3282","2020-07-27","공공","충청북도","수안보생활체육공원축구장","수안보면 안보리 425-2","N","축구장","충북 충주시 수안보면 안보리 425-2"
"전라북도","N",806,"20041230","정상운영","2016-12-31","실외","55618","","","URkSe2eLWNavPDRL7XvuPsRcNLcwcLjjdaz4L29wdPQ=","축구장","장수군","송천리","장수군","55618","","2017-02-03","공공","전라북도","장계농공단지축구장","전라북도 장수군 장계면 장무로 352-90","N","축구장",""
"인천광역시","N",807,"","정상운영","2016-12-31","실외","21447","","","SWXDvNxgQ6GG9D8n/Q3+pD0/VwaGi3j9IpDdOv6UnaI=","축구장","부평구","십정동","부평구","21447","","2020-07-27","공공","인천광역시","백운공원인조잔디축구장","인천광역시 부평구 함봉로36번길 8-17 (십정동)","N","축구장",""
"경상남도","N",808,"","정상운영","2016-12-31","","","","","FNtZA92VqrI2nXfrpkjm2higXGinqUzSRSqoWANWQuI=","축구장","김해시","","김해시","","","2020-07-27","공공","경상남도","대동생태체육공원축구장","","N","축구장",""
"경기도","N",809,"","정상운영","2016-12-31","","412480","","","Sz6DbWfOOAfI+UNya7a28Rcs+U8ZKTcO/ZlrqChKV+Q=","축구장","고양시","","고양시","412480","","2020-07-27","공공","경기도","고양동운동장축구장","대자동 473-16","N","축구장","경기 고양시 덕양구 대자동 473-16"
"경기도","N",810,"19999999","정상운영","2016-11-07","실외","12662","","","LYdsETk699n48YHp2EchfkbQCb3xON/XvlPbAjDZH1Y=","축구장","여주시","태평리","여주시","12662","031-887-2972","2020-11-18","공공","경기도","가남체육공원축구장","경기도 여주시 가남읍 대명산길 98","N","축구장","경기도 여주시 가남읍 태평리 산65-5"
"","N",811,"20071216","정상운영","2016-12-31","없음","269816","","","un9cnSdTrpvL0o+2s6r46cmi5u9IwGghaMaJZ/RuXnM=","축구장","철원군","","","","033-450-5291","2020-07-27","공공","강원도","오지리인조잔디축구장","강원 철원군 동송읍 오지리 1031-3","N","축구장","강원 철원군 동송읍 오지리 1031-3"
"경기도","N",812,"19999999","정상운영","2016-12-31","실외","472851","","","XCqHba3LEhh7EKVSyfP8CQfzHHZH0nAdHbj1uM1au48=","축구장","남양주시","","남양주시","","031-590-4051","2023-01-17","공공","경기도","수동면축구장","경기 남양주시 수동면 지둔리 산 108","N","축구장","경기 남양주시 수동면 지둔리 산 108"
"경상남도","N",813,"","정상운영","2016-12-31","","","","","fgY+PWbdGgwMD1ZaO7K7jKPj4vroagr7feMICXjjVIc=","축구장","김해시","","김해시","","","2020-07-27","공공","경상남도","어방체육공원축구장","","N","축구장",""
"강원도","N",814,"","정상운영","2016-12-31","","240808","","","tw5UGNO+UU8xu5N6uTlbkhv0Qzk3pyzSjrdVgf0KQq4=","축구장","동해시","","동해시","240808","033-539-3561","2020-07-27","공공","강원도","종합경기장보조경기장","동해시 덕골길 10","N","축구장","강원 동해시 덕골길 10"
"전라남도","N",815,"","정상운영","2016-12-31","실외","59536",21818,"","SGrkWCGLRZdoa0j1pWbCX+YecS4hqQkN2+2gw1qsDMI=","축구장","고흥군","호형리","고흥군","59536","061-830-6719","2020-01-30","공공","전라남도","고흥박지성공설운동장","전라남도 고흥군 고흥읍 고흥로 1892-67","N","축구장","전라남도 고흥군 고흥읍 호형리 914"
"전라남도","N",816,"20060101","정상운영","2016-12-31","없음","535843","","","OGA19dGjE1MgBtzwG8yJbJhRV6/ULWQmu2TXJcPP02A=","축구장","신안군","","신안군","535843","","2017-02-17","공공","전라남도","안좌해변운동장","안좌면 읍동리 333-29","N","축구장",""
"경기도","N",817,"","정상운영","2016-12-31","실외","467813","","","QmT4zps2RHCBuGsVzApAfovJo7/r2BbLPgj2Kd0FUlI=","축구장","이천시","","이천시","467813","031-644-8573","2020-07-27","공공","경기도","마장면체육공원 축구장","이천시 마장면 이치리 686","N","축구장",""
"경상남도","N",818,"","정상운영","2016-12-31","없음","50365","","","rlY7v76/81Vi6WQtQSqECWuRIXmw0lDAfugSYcZ0PFo=","축구장","창녕군","사창리","창녕군","50365","055-521-3537","2020-07-27","공공","경상남도","창녕스포츠파크","경상남도 창녕군 부곡면 상사창길 58","N","축구장","경상남도 창녕군 부곡면 사창리 297-3"
"강원도","N",819,"20011225","정상운영","2016-11-07","","706801","","","V4MFPmRqdTwXAEbI+9xjEkHzpyqJmdfwx2z8ju0J8wI=","축구장","강릉시","","강릉시","706801","","2016-12-26","공공","강원도","강릉월드구장","두산동 624","N","축구장","대구 수성구 두산동 624"
"울산광역시","N",820,"20091108","정상운영","2016-11-07","","689901",132,"","8l2Mio/+9ReI8Bs69jlUPWYwHhMYvvmuhZ09geycQ/A=","축구장","울주군","","울주군","689901","052-229-7663","2016-12-05","공공","울산광역시","온양체육공원축구장","온양읍 외고산옹기길 154","N","축구장","울산 울주군 온양읍 외고산옹기길 154"
"충청남도","N",821,"","정상운영","2016-12-31","","","","","ilbIeH/SQhcs6aULAYcFrNToQv6R7QzgcKXULnVhLq8=","축구장","논산시","","논산시","","","2020-07-27","공공","충청남도","연무체육공원축구장","","N","축구장",""
"전라남도","N",822,"","정상운영","2016-12-31","실외","57926","","","yocLQbaUL0vtBEKR9wO3uELGiXOOr9bQZV1YfB4QQCY=","축구장","순천시","선평리","순천시","57926","061-749-6662","2020-07-27","공공","전라남도","강천수변공원경기장","전라남도 순천시 서면 선평동선길 71","N","축구장","전라남도 순천시 서면 선평리 818"
"전라남도","N",823,"","정상운영","2016-12-31","없음","57537",0,"","++DBscECmdvTviDeuzyShyV442Hg5BS4iYj7gBgUYZI=","축구장","곡성군","교촌리","곡성군","57537","","2020-07-27","공공","전라남도","곡성다목적운동장","전라남도 곡성군 곡성읍 학교로 56","N","축구장",""
"부산광역시","N",824,"19990101","정상운영","2016-12-31","실외","","","","ajCh3H9asfzLc2pDOUui3gfCUIcKIOG7mtiEqmQJ9u4=","축구장","","화명동","북구","","051-310-6021","2022-07-21","공공","부산광역시","화명생태공원축구장2면","","N","축구장","부산 북구 화명동 1718-18"
"경기도","Y",825,"","정상운영","2016-12-31","없음","17300","","","NGjs615AlR6dUGrjqojiSpZrXdLwKtaz8BvjfnnqYcg=","축구장","","도암리","이천시","17300","","2020-07-27","공공","","이천훈련원대운동장","경기도 이천시 신둔면 석동로 167","N","축구장",""
"경기도","N",826,"","정상운영","2016-12-31","","413220","","","htSUkWWHWpT1twXl73mABUGc53GLf9ZtHXqDJ8+cxmE=","축구장","파주시","","파주시","413220","","2020-07-27","공공","경기도","교하체육공원축구장","하지석동 326-3","N","축구장","경기 파주시 하지석동 326-3"
"충청북도","N",827,"20100831","정상운영","2016-12-31","","380873","","","5I4C5XvfSjYtZLljuUcpey8TTfZAsnY3YcM166fHlQs=","축구장","충주시","","충주시","380873","043-845-0180","2016-12-31","공공","충청북도","충주시클린에너지파크축구장","대소원면 성종두담길 21","N","축구장","충북 충주시 대소원면 성종두담길 21"
"경기도","N",828,"","정상운영","2016-12-31","실외","17379","","","n9X4YLbgXnCs1E7/Q8Mb+Q0fOTihdsBwtjWjjluZzyc=","축구장","이천시","관고동","이천시","17379","031-631-7939","2020-07-27","공공","경기도","설봉공원 히딩크 드림필드","경기도 이천시 경충대로2709번길 128 (관고동)","N","축구장",""
"경기도","N",829,"20100901","정상운영","2016-11-07","실외","15092","","","HCkiZK9J+KlTgQ06Ze2vt6aUBuVc9jY9qdhewYY+KFc=","축구장","시흥시","정왕동","시흥시","15092","031-310-3159","2020-05-25","공공","경기도","희망공원 인조잔디축구장","경기도 시흥시 군자천로131번길 64 (정왕동)","N","축구장",""
"경상북도","N",830,"","정상운영","2016-11-07","","",0,"","5Y4MHSnfIyzdZfSgOygxLUFcNe1CuaCl1BROfhC50Sw=","축구장","안동시","","안동시","","","2020-07-27","공공","경상북도","생활체육공원축구장(4)","","N","축구장",""
"경기도","N",831,"","정상운영","2016-12-31","실외","10330","","","ckgo1q5EK75JGteg/XshqpyP+lAHoiJTpiAhIiN+rJM=","축구장","고양시","중산동","고양시 일산동구","10330","","2020-07-27","공공","경기도","중산2호근린공원축구장","경기도 고양시 일산동구 중산로 296 (중산동)","N","축구장",""
"경상남도","N",832,"","폐업","2016-12-31","실외","50213","","","KXNIX7Pbsds/WAn/HtYnwUSlRnn5c6gvjGq9hY0kjEM=","축구장","합천군","성산리","합천군","50213","055-930-3745","2020-07-27","공공","경상남도","생활체육공원다목적구장천연잔디축구장(B)","경상남도 합천군 용주면 손목3길 76-82","N","축구장","경상남도 합천군 용주면 성산리 959-2"
"제주특별자치도","N",833,"","정상운영","2016-12-31","","",94,"","J28IDXAuPJpen8a2UxvyAQodJMgKByKmysuyCan/t5U=","축구장","제주시","","제주시","","","2020-07-27","공공","제주특별자치도","사라봉축구장","","N","축구장",""
"강원도","N",834,"19890201","정상운영","2016-12-31","","","","","jZFQeASMkhG24OQtEjVsdD7PgmwnBwCMjbqEy2rF4j8=","축구장","양양군","","양양군","","033-670-2732","2016-12-31","공공","강원도","둔치공설운동장","","N","축구장",""
"충청남도","N",835,"19990101","정상운영","2016-12-31","실내외","",5950,"","VCAg16fw2LqjRAuCz+p7QTGeGH/7IlKrWLmrkFnmrh0=","축구장","부여군","구교리","부여군","","041-835-2941","2022-07-05","공공","충청남도","구드래천연잔디구장","충남 부여군 부여읍 구교리 288-1","N","축구장","충남 부여군 부여읍 구교리 288-1"
"부산광역시","N",836,"19999999","정상운영","2016-12-31","없음","618260","","","Bplpt78Aiac9KPHnB495orNysyLultcYKSYdq8kohdM=","축구장","강서구","","강서구","618260","051-970-4122","2021-03-24","공공","부산광역시","구랑공원인조잔디운동장","구랑동 1199-7번지","N","축구장","부산 강서구 구랑동 1199-7"
"경상남도","N",837,"","정상운영","2016-12-31","","",1275,"","k4aw32uZ960J9PiKb7Ki//DpQtastKsU2gRtc4IpRNo=","축구장","창원시","","창원시","","","2020-07-27","공공","경상남도","내서운동장","","N","축구장",""
"전라북도","N",838,"20111230","정상운영","2016-12-31","실외","55636","","","yVeG/UAFFpTgzOc0zPjss1dUL+uW8TKSa2n/uREKRsM=","축구장","장수군","두산리","장수군","55636","","2017-03-29","공공","전라북도","장수종합경기장 풋살장","전라북도 장수군 장수읍 한누리로 378","N","축구장",""
"대구광역시","N",839,"20000925","정상운영","2016-11-07","","703040",7848,"","EAe296hgLUiRF7deZGSrObU5X/6hev85seP/dlLY0y0=","축구장","서구","","서구","703040","053-605-8270","2016-12-30","공공","대구광역시","북부하수처리장축구장","서구 비산7동 3442","N","축구장","대구 서구 비산7동 3442"
"제주특별자치도","N",840,"","정상운영","2016-12-31","실외","63600",352,"","aq4rLTZmkX2y3l41GqnDJgixliq9BzaHun1DSj2nII4=","축구장","서귀포시","신효동","서귀포시","63600","064-760-3623","2020-07-27","공공","제주특별자치도","효돈축구공원","제주특별자치도 서귀포시 효돈순환로 311-29 (신효동)","N","축구장",""
"경기도","N",841,"","정상운영","2016-12-31","없음","456822",147,"","qZnY9tFBQa3h2tfnhrWuhZP3ZeEzRp4IiPiPjxeqthc=","축구장","안성시","마정리","안성시","","031-678-6863","2020-07-27","공공","경기도","대림동산축구장","","N","축구장","경기 안성시 공도읍 마정리 45-2"
"부산광역시","N",842,"19999999","정상운영","2016-12-31","실외","619872",33057,"","d6XoAI9oh6TVkzr2okjf0YRFnj7Ly6M8oZFf2EAfeJ4=","축구장","기장군","","기장군","619872","051-792-4888","2022-12-19","공공","부산광역시","철마체육시설축구장","부산광역시 기장군 철마면 철마로 543","N","축구장","부산 기장군 철마면 철마로 543"
"충청남도","N",843,"","정상운영","2016-12-31","","","","","Lo6N3/NLwBahw67QTvOSY5Bc/fi11x11XIDpCky7S1Y=","축구장","당진시","","당진시","","","2020-07-27","공공","충청남도","상록수공원내축구장","","N","축구장",""
"경상남도","N",844,"","정상운영","2016-12-31","실외","668873","","","nmA1NBJhKv3OpKzSihMV3TFnLmedvrh7b881a7UBIhQ=","축구장","남해군","","남해군","668873","055-860-8664","2020-07-27","공공","경상남도","치자구장","서면 서상리 1316-5","N","축구장","경남 남해군 서면 서상리 1316-5"
"","N",845,"","정상운영","2016-12-31","없음","780801",0,"","y+jtaxwnQxv0c5499jIdwwp84yaYwNxJRBN0MFjo+c8=","축구장","경주시","","","","","2020-07-27","공공","경상북도","안강생활체육공원축구장","경북 경주시 안강읍 근계리 1418-474","N","축구장","경북 경주시 안강읍 근계리 1418-474"
"전라남도","N",846,"","정상운영","2016-12-31","없음","57134","","","PxurElK6nLlsP68bQW9yyDX7jSahZls4A58NwZFk/Lg=","축구장","함평군","용성리","함평군","57134","061-324-2459","2020-07-27","공공","전라남도","용성운동장","전라남도 함평군 대동면 학동로 934","N","축구장","전라남도 함평군 대동면 용성리 687"
"대전광역시","N",847,"","정상운영","2016-11-07","","35227","","","P5HjQECy27VY7TIZ+HQQ73Vy6/00eTBFesYyH9xRa0w=","축구장","서구","갈마동","서구","35227","","2020-07-27","공공","대전광역시","갈마공원축구장","대전광역시 서구 갈마역로 55 (갈마동)","N","축구장","대전광역시 서구 갈마동  820"
"","N",848,"","정상운영","2016-12-31","","255801","","","UxB6Dx+ZZvNYWOp5g/M3NyDSPOOODrZYET1aSYcxgFc=","축구장","양구군","","","","033-480-2257","2020-07-27","공공","강원도","인조잔디축구장(C구장)","강원 양구군 양구읍 하리 299-2","N","축구장","강원 양구군 양구읍 하리 299-2"
"전라남도","N",849,"20091031","정상운영","2016-11-07","","59770","","","eVbl8Llg+Q2DT2gwaTUiccWQguh8cSV1AUnI0i7hCrg=","축구장","여수시","우두리","여수시","59770","061-659-1052","2016-12-19","공공","전라남도","진모축구장2","전라남도 여수시 돌산읍 강남해안로 196","N","축구장","전라남도 여수시 돌산읍 우두리 1181"
"제주특별자치도","N",850,"","정상운영","2016-12-31","없음","63594",623,"","9Nb3XslXV756y470sNL7gPSCOJOy3G0Ca//M/o5D+qY=","축구장","서귀포시","서홍동","서귀포시","63594","064-760-3623","2020-07-27","공공","제주특별자치도","걸매축구장","제주특별자치도 서귀포시 서홍로 4-42 (서홍동)","N","축구장",""
"경기도","N",851,"","정상운영","2016-12-31","실외","17321","","","wWJPvg8zqyZRpDEJdm/UexbtPAwJaeAi4J8K1Qyh0RA=","축구장","이천시","무촌리","이천시","17321","031-644-4314","2020-07-27","공공","경기도","이천종합운동장 보조구장","경기도 이천시 부발읍 중부대로 1696","N","축구장",""
"전라남도","N",852,"20101030","정상운영","2016-12-31","실외","","","","lWlnMvk/M0V5I1ENI1O2FBwr4jbnSTHpC65jjkdUnxw=","축구장","나주시","","나주시","","061-339-4525","2019-01-02","공공","전라남도","둔치체육공원축구장","전남 나주시 삼영동 117-6","N","축구장","전남 나주시 삼영동 117-6"
"경기도","N",853,"","정상운영","2016-12-31","","","","","gj3ftaBeMZIU4omCI1Mu1oocxUyEvxWK0tI6i45rpWM=","축구장","파주시","","파주시","","","2020-07-27","공공","경기도","파주스타디움(공설운동장)보조구장","","N","축구장","금능동 186-1"
"전라남도","N",854,"20120101","정상운영","2016-12-31","없음","535894",358,"","wAnFUdbslUoEtqJVP6pmA6SOq9AY/B0YH/txz+u+mu4=","축구장","신안군","","신안군","535894","","2017-02-17","공공","전라남도","도초종합운동장","도초면 외남리 563-5","N","축구장",""
"경상남도","N",855,"","정상운영","2016-12-31","실외","51369","","","OOhiozM0/3EjBKRTIwn+BfLVcg1H4YEYFfAK+oMmrY4=","축구장","창원시","서상동","창원시 의창구","51369","","2020-07-27","공공","경상남도","팔용어울림운동장","경상남도 창원시 의창구 팔용로 494-37 (서상동)","N","축구장",""
"경기도","N",856,"20041201","정상운영","2016-11-07","실외","14961","","","9FJhxxIPZnY3CSkE9aWJ5rKj4aPYaMkqt/FSpj/sXlk=","축구장","시흥시","포동","시흥시","14961","031-8084-0140","2021-06-16","공공","경기도","포동생활체육공원 축구장","경기도 시흥시 신현로 55 (포동)","N","축구장","경기도 시흥시 포동 67-207"
"강원도","N",857,"20080511","정상운영","2016-12-31","","","","","XMiFt370l+/bbvDa6GOtwILqXeq6z3g2kJn2g7ObR5E=","축구장","고성군","","고성군","","033-680-3712","2016-12-31","공공","강원도","죽왕축구장","","N","축구장",""
"강원도","N",858,"20141215","정상운영","2016-11-07","","","","","dTguzb9ocUfxMfk82SS2lkBgX5y64aH3+IfM3eyAVko=","축구장","원주시","","원주시","","033-737-4308","2016-12-29","공공","강원도","하수종말처리장생활체육시설인조잔디구장","강원도 원주시 우산동 492-2 일원","N","축구장","강원도 원주시 우산동 492-2 일원"
"경기도","N",859,"","정상운영","2016-12-31","없음","17518",132,"","jlHaw6+87exlWWrVvgGfjhk1dAqqd8StGXRbAay4aHk=","축구장","안성시","매산리","안성시","17518","","2020-07-27","공공","경기도","죽산하수처리시설내축구장","경기도 안성시 죽산면 하구산길 4-181","N","축구장",""
"인천광역시","N",860,"","정상운영","2016-12-31","","","","","U9tCjCMCROQSfH96lX4Vsfdyfp7TGT286rA7yPGz9Ws=","축구장","중구","","중구","","","2020-07-27","공공","인천광역시","중구국민체육센터축구장","","N","축구장",""
"서울특별시","N",861,"20020820","정상운영","2016-12-31","실외","02062","","","Jq44c75y3yL+z4WwPvxAixc/C1Jf7zrtFiqj8vmKM68=","축구장","중랑구","망우동","중랑구","02062","02-2094-2949","2019-01-29","공공","서울특별시","중랑구립잔디운동장","서울특별시 중랑구 송림길 200 (망우동)","N","축구장",""
"서울특별시","N",862,"","정상운영","2016-12-31","","","","","UdwybT+tSM0KdVTbvRqCDDNNxXH0KHzoQV8o2RhQNXY=","축구장","양천구","","양천구","","","2020-07-27","공공","서울특별시","안양천A,B축구장","","N","축구장",""
"서울특별시","N",863,"","정상운영","2016-12-31","","","","","GSBxMSPqFXtwrz+L/3W16XDxUvmxGWxup20+QIQzMMc=","축구장","영등포구","","영등포구","","","2020-07-27","공공","서울특별시","한강공원양화지구축구장","","N","축구장",""
"경기도","N",864,"","정상운영","2016-11-07","","441813","","","hDXls/NN2lW+taVMWdvdBnW04ZDcwWERU/wjPj/ksyY=","축구장","수원시","","수원시","441813","","2020-07-27","공공","경기도","지방산업단지인조잔디구장","고색동 917","N","축구장","경기 수원시 권선구 고색동 917"
"경기도","N",865,"","정상운영","2016-12-31","실외","467822","","","KpQRNNiC33lHJ+dwMz9mmCpO1vrQYAB66gqiyGOCRQg=","축구장","이천시","","이천시","467822","031-635-0068","2020-07-27","공공","경기도","이천스포츠센터 축구장","이천시 호법면 안평리 684-2","N","축구장",""
"부산광역시","N",866,"20100501","정상운영","2016-12-31","","604851","","부산시 사하구 낙동로1233","BM3fiTrWWsho5dYNW5PP6KXH29gp8n6/9z6Q5iVh7O4=","축구장","사하구","","사하구","604851","051-220-4121","2019-01-14","공공","부산광역시","을숙도인조잔디축구장","하단동 1149-11","N","축구장","부산 사하구 하단동 1149-11"
"경상남도","N",867,"","정상운영","2016-12-31","없음","51655",1018,"","Ey/xVinOkfT/ypLfs9saAHKTKI/LS7VHKhbNQYT3Kj0=","축구장","창원시","이동","창원시","51655","","2020-07-27","공공","경상남도","이동생활체육시설축구장","경상남도 창원시 진해구 이동로2번길 8 (이동)","N","축구장","경상남도 창원시 진해구 이동 606 이동생활체육시설"
"경상남도","N",868,"","정상운영","2016-12-31","","",322,"","6h34osQJR7RITxd3Jt4OL/P8ED5gxLeX9ngik2VQg2I=","축구장","고성군","","고성군","","","2020-07-27","공공","경상남도","하이면체육공원축구장","","N","축구장",""
"경상남도","N",869,"","폐업","2016-12-31","실외","53204","","","NPvK+waCjPzMRWOK7TqmkE6gJ3UchzdYM4Usm1UOgrA=","축구장","거제시","하청리","거제시","53204","","2020-07-27","공공","경상남도","하청운동장","경상남도 거제시 하청면 사환2길 64","N","축구장",""
"충청북도","N",870,"20080807","정상운영","2016-11-07","없음","28938","","","8UOqD4PHdHeiXZrD86byANMYA93MVdIoAror0nCHrqw=","축구장","보은군","성주리","보은군","28938","043-540-3463","2018-12-26","공공","충청북도","인조잔디구장(A)","충청북도 보은군 보은읍 군청길 59-13","N","축구장",""
"경기도","N",871,"","정상운영","2016-11-07","","11114",1698,"","pXd27dZPqK/AmSiLXqXoLcaoMFE5Yy/VQF871xqSQA4=","축구장","포천시","사직리","포천시","11114","","2020-07-27","공공","경기도","일동하수처리시설내축구장","경기도 포천시 일동면 수입로 396","N","축구장","경기도 포천시 일동면 사직리 1400"
"경기도","N",872,"","정상운영","2016-12-31","없음","13184","","","sqeGmkJS81FheOe4FE75ZdRF+2CwPnHMRUFAUbEjcLU=","축구장","성남시","금광동","성남시","13184","031-729-3055","2020-07-27","공공","경기도","황송공원인조잔디구장","경기도 성남시 중원구 금빛로2번길 35 (금광동)","N","축구장","경기도 성남시 중원구 금광동 2449-1"
"전라남도","N",873,"","정상운영","2016-12-31","실외","537813",79,"","tGNirCNh0Kdn2fdIRY5+FySC4UWaT6zBNjc0ea4xlow=","축구장","완도군","","","537813","061-550-5466","2020-07-27","공공","전라남도","해신축구전용구장","군외면 불목리 265-2","N","축구장","전남 완도군 군외면 불목리 265-2"
"경기도","N",874,"19930823","정상운영","2016-11-07","실외","14400",7490,"","m//CV3cNLsEJ8ZsSwBSEchvsgjebbPVKOhFxJxBMEmo=","축구장","부천시","대장동","부천시","14400","032-655-1995","2022-07-18","공공","경기도","북부수자원생태공원 인조잔디구장","경기도 부천시 벌말로 220 (대장동)","N","축구장","경기도 부천시 대장동 434"
"부산광역시","N",875,"","정상운영","2016-12-31","없음","49114",5432,"","4dv//X6ConMDdYHsDBeiquy1i0mtGugDICjdOv7tySo=","축구장","영도구","동삼동","영도구","49114","051-419-4154","2020-07-27","공공","부산광역시","복합문화공원축구장","부산광역시 영도구 함지로79번길 6 (동삼동)","N","축구장","부산광역시 영도구 동삼동 516-1 영도어울림문화공원"
"대구광역시","N",876,"20000805","정상운영","2016-11-07","없음","42250","","","Nq9QEfSZ3OFzrFubtPio0cIwkqq7O/rUmnGY6UR5j4E=","축구장","","노변동","수성구","42250","053-670-2812","2017-06-09","공공","대구광역시","고산정수사업소운동장","대구광역시 수성구 유니버시아드로 234 (노변동)","N","축구장",""
"전라남도","N",877,"20100101","정상운영","2016-12-31","없음","535871","","","HHZsXYMEuEqJI9Q8GeL6gXC8wQxSXKK1YQvWNAic2xA=","축구장","신안군","","신안군","535871","","2017-02-17","공공","전라남도","자은둔장운동장","자은면 한운리 산232-8","N","축구장",""
"경기도","N",878,"19999999","정상운영","2016-12-31","실외","12438",7153,"조종생활체육공원","pisLPCXHHq/1kI0W4pTFKd0SsPq5N9WXKoNP7jVvOE8=","축구장","가평군","현리","가평군","12438","031-580-2147","2021-04-26","공공","경기도","조종생활체육공원축구장","경기도 가평군 조종면 조종희망로26번길 16","N","축구장","경기도 가평군 조종면 현리 420-12 조종국민체육센터"
"경상북도","N",879,"20050926","정상운영","2016-11-07","","40134",0,"","ITP6U64UTr5pEzZGZo6aZKlTWAW1MaUWmPDhRH9GNNw=","축구장","고령군","장기리","고령군","40134","054-950-6353","2016-12-14","공공","경상북도","생활체육공원축구장","경상북도 고령군 대가야읍 회천로 90","N","축구장","경상북도 고령군 대가야읍 장기리 331"
"전라남도","N",880,"","정상운영","2016-12-31","실외","59536",13223,"","Lh7ulB/QHaGkGEqXUZRv7CUTBuhJrvxxc0XikmpnXCw=","축구장","고흥군","호형리","고흥군","59536","061-830-6719","2020-01-30","공공","전라남도","고흥생활체육공원 인조축구장","전라남도 고흥군 고흥읍 고흥로 1892-67","N","축구장","전라남도 고흥군 고흥읍 호형리 914"
"경기도","N",881,"","정상운영","2016-11-07","","425140","","","0SJ2N4Z1WmYTlhBLSI0MSs8/0kFICR8lk7ZSnRF/mKY=","축구장","안산시","","안산시","425140","031-481-4990","2020-07-27","공공","경기도","석수운동장","선부동 1068","N","축구장","경기 안산시 단원구 선부동 1068"
"충청북도","N",882,"20140613","정상운영","2016-12-31","","380882",100,"","uwysfUo2r9/FBlC1yKzWNb0QRsLp6ChiLazWL4CAq+M=","축구장","충주시","","충주시","380882","","2016-12-31","공공","충청북도","주덕다목적구장","주덕읍 삼청리 220-10","N","축구장","충북 충주시 주덕읍 삼청리 220-10"
"충청북도","N",883,"20030311","정상운영","2016-12-31","실외","28027","","","bcvL7pAduDyUEbpcpJ06cwaaXsUmNK4QcGwpgfnDaOs=","축구장","괴산군","서부리","괴산군","28027","043-830-2696","2018-03-22","공공","충청북도","다목적구장","충청북도 괴산군 괴산읍 임꺽정로 99-16","N","축구장",""
"광주광역시","N",884,"","정상운영","2016-12-31","실외","62415","","","tYeRDXlgMBIYSqA+XJpBnzUrAG3AkgM5Zq8UTOzpmEk=","축구장","광산구","용동","광산구","62415","062-960-9924","2020-07-27","공공","광주광역시","용동공원인조잔디축구장","광주광역시 광산구 평동산단2번로 69 (용동)","N","축구장","광주광역시 광산구 용동 669-1 용동공원"
"강원도","N",885,"20100504","정상운영","2016-11-07","실외","25611",1347,"","YauEw/WbumhtU8gBFdkoz8OL1v6UffskCWegpl1zJx0=","축구장","강릉시","노암동","강릉시","25611","033-640-4552","2017-02-22","공공","강원도","강남축구공원","강원도 강릉시 남부로 226 (노암동)","N","축구장",""
"충청북도","N",886,"20130323","정상운영","2016-11-07","실외","28170",0,"","tt4zT1/k1XxPAI1ccxJXViSpVnz35K3JC+jFxrCy5yo=","축구장","청주시","탑연리","청주시","28170","043-201-7575","2019-02-27","공공","충청북도","강내생활체육공원축구장","충청북도 청주시 흥덕구 강내면 석화사인길 13-45","N","축구장",""
"","N",887,"","정상운영","2016-12-31","없음","780901",431,"","G8YGg1G7gCZVFyGyxfj40DtSsRPmSClgXXJD4l2P6jU=","축구장","경주시","","","","","2020-07-27","공공","경상북도","건천운동장축구장","","N","축구장","경북 경주시 건천읍 천포리 1122"
"충청북도","N",888,"20101101","정상운영","2016-11-07","","27112",2746,"","wbyKN5ilFvPgyF5139AA04xoDlSi9ufPfgvyTZrllWg=","축구장","제천시","연박리","제천시","27112","645-2019","2016-12-16","공공","충청북도","봉양건강축구캠프장","충청북도 제천시 봉양읍 팔송로 77","N","축구장","충청북도 제천시 봉양읍 연박리 967"
"강원도","N",889,"20070818","정상운영","2016-12-31","실외","26044",12231,"고원3구장","r+ubB8kel1HYd36tm2pWWgGZyzonMZVIgveCZ8Fg6PA=","축구장","태백시","문곡동","태백시","26044","033-550-2753","2021-04-14","공공","강원도","고원3구장(인조잔디)","강원도 태백시 연화산길 10 (문곡동)","N","축구장","강원도 태백시 문곡동 10-3 태백종합경기장"
"경상남도","N",890,"","정상운영","2016-12-31","실외","51443","","","iO/OW6Masbf53bNmXRkLG5gztoD6+ldU3bQ6SRz12TY=","축구장","창원시","신월동","창원시 의창구","51443","","2020-07-27","공공","경상남도","신월운동장축구장","경상남도 창원시 의창구 상남로202번길 27 (신월동)","N","축구장",""
