addr_ctpv_nm,stand_seat_cnt,nation_yn,row_num,base_ymd,fmng_dept_nm,faci_stat_nm,faci_mng_type_cd,fmng_type_gb_nm,reg_dt,fmng_cpb_nm,inout_gbn_nm,faci_lat,faci_zip,faci_gfa,faci_cd_hash,fmng_cp_nm,ftype_nm,cpb_nm,addr_emd_nm,addr_cpb_nm,faci_road_zip,faci_tel_no,faci_lot,updt_dt,faci_gb_nm,cp_nm,faci_mng_user_telno,faci_nm,faci_road_addr,cp_ymd,atnm_chk_yn,fcob_nm,faci_addr,stand_cpt_psn_cnt,ssm_dsn_yn
"인천광역시","","N",687,"20161231","문화체육과 체육팀","정상운영","자체운영        ","지자체","2016-12-31","남동구","없음","37.4135508255686","21656","","AFLMZzjEtlt/WPz/IRaCig1/LiSmBRkFNWW5nFlsO/M=","인천광역시","테니스장","남동구","도림동","남동구","21656","032-453-6280","126.724622698426","2020-05-20","공공","인천광역시","032-453-2155","주적체육공원테니스장","인천광역시 남동구 논고개로 236 (도림동)","","N","테니스장","인천광역시 남동구 도림동 412-9","","N"
"인천광역시","","N",688,"","공원녹지과","정상운영","위탁운영        ","지자체","2016-11-07","부평구","실외","37.50679133350064","21356",2708,"A3S6OpOr4yB9dT17rtWYHk0vt5qzAHM4FCXHr5+uUTU=","인천광역시","테니스장","부평구","부평동","","21356","","126.72655872656561","2020-07-27","공공","인천광역시","032-509-6973","신트리공원테니스장","인천광역시 부평구 장제로189번길 10 (부평동)","","N","테니스장","","",""
"강원도","","N",689,"","체육시설사업소","정상운영","","지자체","2016-12-31","원주시","","","",331,"gCUOB0PmN8rIFL62npJIxDV6rjwcKCX84F++MMARrMA=","강원도","테니스장","원주시","","원주시","","033-737-4308","","2020-07-27","공공","강원도","033-737-4308","원주테니스장","","","N","테니스장","","",""
"강원도",400,"N",690,"20090205","체육청소년과","정상운영","자체운영        ","지자체","2016-11-07","인제군","실외","38.1225985911","24612",98,"1Vn/DZMEqFcLmYTmHtPYUDdjUIRevFf0J6aQHWVn4Yc=","강원도","테니스장","인제군","원통리","인제군","24612","033-460-2281","128.1956951748","2017-12-31","공공","강원도","033-460-2281","원통생활체육공원내테니스장","강원도 인제군 북면 원통로117번길 72","20090205","N","테니스장","",400,""
"대구광역시",3615,"N",691,"20030618","체육시설관리사무소 관리과","정상운영","위탁운영        ","지자체","2016-11-07","","실외","35.8500025179","42672",2323,"E7j/Pgl92x9n7IKnHdJaR05Zuef7pXvFXhxMtuNWNn8=","대구광역시","테니스장","","성당동","달서구","42672","053-625-7989","128.5637019879","2018-03-30","공공","대구광역시","053-602-2032","유니버시아드테니스장","대구광역시 달서구 두류공원로 161 (성당동)","20030618","N","테니스장","대구광역시 달서구 성당동  154 두류공원관리사무소, 테니스장",4000,"N"
"서울특별시","","N",692,"","문화체육과","정상운영","","지자체","2016-12-31","서대문구","","","","","Axa4duLTMi0dKw2xISQqDDUgPKPeFRGmxhQ48XBp2/E=","서울특별시","테니스장","서대문구","","서대문구","","330-1129","","2020-07-27","공공","서울특별시","02-330-1129","홍은동테니스장","","","N","테니스장","","",""
"충청남도","","N",693,"","","정상운영","","지자체","2016-12-31","홍성군","","","","","d/lDFRj4v5FldMXTzX7kYDAgZ/1e4U6cWJkpi9uJYGE=","충청남도","테니스장","홍성군","","홍성군","","","","2020-07-27","공공","충청남도","","홍주종합경기장테니스장","","","N","테니스장","","",""
"대구광역시","","N",694,"20090301","문화체육과","정상운영","위탁운영        ","지자체","2016-11-07","수성구","없음","35.870684659171445","42037",33,"bzKbf45rwQROARklv+5W7ijbgucLRtuC7nkafNTQI+g=","대구광역시","테니스장","수성구","만촌동","수성구","42037","053-746-7330","128.64038891362358","2018-03-27","공공","대구광역시","053-666-2183","화랑공원테니스장","대구광역시 수성구 만촌로 125 (만촌동)","20090301","N","테니스장","","","X"
"경기도",300,"N",695,"20090510","체육지원센터","정상운영","자체운영        ","지자체","2016-12-31","이천시","실외","37.2857894119","17321",166,"cYB/ddORl/QA8C55tfU47En9FPiAIQEmGf/g356/wtc=","경기도","테니스장","이천시","무촌리","이천시","17321","031-644-4317","127.4966658788","2017-12-20","공공","경기도","031-644-4317","종합운동장 정구장","경기도 이천시 부발읍 중부대로 1696","20090510","N","테니스장","",400,""
"","","N",696,"","체육시설사업소","정상운영","자체운영        ","지자체","2016-12-31","남해군","실외","34.86123656849544","668851","","gFnXoyamHQlIve2d3rZ3LbbuiufiyMeark4x2GCrv+E=","경상남도","테니스장","남해군","","","","055-860-8664","128.01553211458008","2020-07-27","공공","경상남도","055-860-8664","창선생활체육공원테니스장","","","N","테니스장","경남 남해군 창선면 상죽리 10-9","","N"
"경상남도","","N",697,"","체육시설사업소","폐업","자체운영        ","지자체","2016-12-31","남해군","실외","34.8376376368","668802",48,"eGrCrY1pDbP0Yey2SzOn6u7/zRiU0rfHs7tiRUp63SM=","경상남도","테니스장","남해군","","남해군","668802","","127.896684274","2020-07-27","공공","경상남도","055-860-8664","창선테니스장","남해읍 북변리 79-1","","N","테니스장","","",""
"강원도","","N",698,"20080101","시설국 문화관광과","정상운영","자체운영        ","지자체","2016-12-31","정선군","실외","37.3481510319","233861",70,"GKAcRMRZsCV77846kWQ1H8WYRDUv4PAZpOfWFWk3d/M=","강원도","테니스장","정선군","","정선군","","033-560-2795","128.7883390294","2022-01-27","공공","강원도","033-560-2547","화암테니스장","강원 정선군 화암면 화암리 516-1","20080101","N","테니스장","강원 정선군 화암면 화암리 516-1",100,"Y"
"경상남도","","N",699,"","","정상운영","자체운영        ","지자체","2016-12-31","창원시","없음","35.22051868128683","642832","","xFK+8ALd0i++Cqio5pFwojb2Ox5E21bfn96AbL/aFS4=","경상남도","테니스장","창원시","상남동","창원시","","055-272-4063","128.68640329788616","2020-07-27","공공","경상남도","","한마음푸르미운동장테니스장","경남 창원시 성산구 상남동 42-2","","N","테니스장","경남 창원시 성산구 상남동 42-2","","X"
"경상남도","","N",700,"","","정상운영","","지자체","2016-12-31","함안군","실외","35.2832000853","637803",99,"cVtoZKqwXm2qh5pmUy63WXOCrsqQcwl6dR7AsE6kvu8=","경상남도","테니스장","함안군","","함안군","637803","","128.401466268","2020-07-27","공공","경상남도","","함안테니스장","가야읍 도항리 249-1","","N","테니스장","경남 함안군 가야읍 도항리 249-1",500,""
"전라북도","","N",701,"","","정상운영","","지자체","2016-12-31","익산시","","","","","H9gwJcstoq0MnsFHD5Vx5zE5HpR5LzCVy2sAa9uCImk=","전라북도","테니스장","익산시","","익산시","","","","2020-07-27","공공","전라북도","","함열올림픽스포츠센터테니스장","","","N","테니스장","","",""
"강원도","","N",702,"20040601","문화관광과","정상운영","","지자체","2016-12-31","양양군","","","","","6yun9MizBc5p5wJFumkzF7KWCU2QJmBqg2l1KQbLePE=","강원도","테니스장","양양군","","양양군","","033-670-2732","","2016-12-31","공공","강원도","033-670-2732","해오름테니스장","","20040601","N","테니스장","","",""
"전라북도",132,"N",703,"","공공시설관리사업소","정상운영","자체운영        ","지자체","2016-11-07","임실군","없음","35.6098302428","55928",232,"vDzrTlYomQt7kmLSZqKg/Q/3gK+yohi7KNJhlZyufS0=","전라북도","테니스장","임실군","이도리","임실군","55928","063-640-2904","127.2826705204","2020-07-27","공공","전라북도","063-640-2904","임실군공설운동장테니스장","전라북도 임실군 임실읍 호국로 1640","","N","테니스장","전라북도 임실군 임실읍 이도리 429-1 공설운동장",132,"X"
"경상북도","","N",704,"","","정상운영","","지자체","2016-12-31","포항시","","","","","l/BbO82YbBwaqGy2uI+3Jm6zYyrNxXkSmHuWZTX/p5Y=","경상북도","테니스장","포항시","","포항시","","","","2020-07-27","공공","경상북도","","청하테니스장","","","N","테니스장","","",""
"전라남도","","N",705,"20000101","체육시설팀","정상운영","자체운영        ","지자체","2016-12-31","해남군","실외","34.56703816202114","59024",147,"SfP72sIxbEb38NwdHNuywkKtsRGDp5W820w3AzUdMFs=","전라남도","테니스장","해남군","해리","해남군","59024","061-530-5791","126.62049391057387","2018-03-22","공공","전라남도","061-530-5793","우슬테니스장","전라남도 해남군 해남읍 해남로 72","20000101","N","테니스장","",400,"X"
"경기도","","N",706,"20161107","체육진흥과","정상운영","자체운영        ","지자체","2016-11-07","수원시","없음","37.2620871679381","16523","","EKh3U5AI/40izb0JLc36n4O8Xli7igdL398kCubv97c=","경기도","테니스장","수원시","원천동","수원시 영통구","16523","031-290-6012","127.065878523287","2020-04-07","공공","경기도","031-228-3201","나촌배수지테니스장","경기도 수원시 영통구 매영로199번길 50 (원천동)","","N","테니스장","경기도 수원시 영통구 원천동 419-25","","N"
"경기도","","N",707,"20161107","체육진흥과","정상운영","자체운영        ","지자체","2016-11-07","수원시","실외","37.2466433049769","",3715,"ONbib3Fm76pVLJMjMWi/POhSPYWmM0tRI/nvcSFEUMQ=","경기도","테니스장","수원시","고색동","수원시","","031-290-6012","126.990610587991","2020-04-07","공공","경기도","031-228-3201","고색중보들공원테니스장","","","N","테니스장","경기 수원시 권선구 고색동 1129","","X"
"경기도","","N",708,"","","정상운영","","지자체","2016-12-31","시흥시","","","","","HnJAg890qyibjTFroKDd/aFE0RxPON027hK//N5sdFg=","경기도","테니스장","시흥시","","시흥시","","","","2020-07-27","공공","경기도","","배곧테니스장","","","N","테니스장","","",""
"경기도","","N",709,"","","정상운영","자체운영        ","지자체","2016-11-07","용인시","","37.2381047562","","","yn2P4afeZ51wXPXkdgcNeiL7ZSJziZAnMnAXT/q7TsY=","경기도","테니스장","용인시","","용인시","","","127.107431969","2020-07-27","공공","경기도","","공세동테니스장","","","N","테니스장","","",""
"경기도",8,"N",710,"","문화체육과","정상운영","위탁운영        ","지자체","2016-11-07","의왕시","실외","37.3558083056","16051","","0wtiPsvRELubhXb3jNSygHIRcJ+FYXQW82Z2IGdyrUE=","경기도","테니스장","의왕시","오전동","의왕시","16051","","126.9751498948","2020-07-27","공공","경기도","031-345-2544","고천배수지테니스장","경기도 의왕시 오전로 126 (오전동)","","N","테니스장","경기도 의왕시 오전동  291-1",60,"X"
"경기도","","Y",711,"19999999","시설지원부","정상운영","자체운영        ","대한장애인체육회","2016-12-31","","실내외","37.331105914","17300",1500,"OwFH9Ccbqoy5jmIJkAx25xBr6e8CnWhXflLapIzcAFc=","","테니스장","이천시","도암리","이천시","17300","031-526-9412","127.4338080574","2022-11-04","공공","경기도","031-526-9416","이천선수촌 테니스장","경기도 이천시 신둔면 석동로 167","","N","테니스장","","","X"
"경기도","","N",712,"","","정상운영","","지자체","2016-12-31","파주시","","37.7157788473","413100","","S3n1OIgCDSMYeGc03hvHi0/BTDJQvuXIiA9sP6fQLxw=","경기도","테니스장","파주시","","파주시","413100","","126.739332142","2020-07-27","공공","경기도","","운정건강공원1테니스장","와석순환로198","","N","테니스장","경기 파주시 와석순환로 198","",""
"경기도","","N",713,"","","정상운영","","지자체","2016-12-31","파주시","","","","","yFQOPtMuTNUvhQ2CSNR4bXnE0gAXlY+vOqwgpvAGYWk=","경기도","테니스장","파주시","","파주시","","","","2020-07-27","공공","경기도","","운정건강공원2테니스장","","","N","테니스장","","",""
"경기도","","N",714,"","","정상운영","","지자체","2016-12-31","파주시","","","","","3sr9+q6eRJtzDqMUIcfsrXY5g+ZLcygqdIJyOuytGmM=","경기도","테니스장","파주시","","파주시","","","","2020-07-27","공공","경기도","","월롱100주년기념체육관테니스장","","","N","테니스장","","",""
"경기도","","N",715,"","","정상운영","","지자체","2016-12-31","파주시","","","","","mTMMRt6eCnO0IQlgHvLmRcVSekS8jb4uCE2417IZMxE=","경기도","테니스장","파주시","","파주시","","","","2020-07-27","공공","경기도","","법원체육공원테니스장","","","N","테니스장","","",""
"경기도","","N",716,"","","정상운영","","지자체","2016-12-31","화성시","","37.224213079","445170","","sPDDIToflkQ0YcOBzjeKGvGP9U5sPfECROJnd2oNqCk=","경기도","테니스장","화성시","","화성시","445170","","127.076390171","2020-07-27","공공","경기도","","남양택지테니스장","석우동4","","N","테니스장","경기 화성시 석우동 4","",""
"경상남도","","N",717,"","교육체육과","정상운영","자체운영        ","지자체","2016-12-31","거제시","실외","34.8078992232","53329","","Sejhe5VRbEyuayjjuB5A+f/FRCYxbQEy+iXehN2fAvA=","경상남도","테니스장","거제시","구조라리","거제시","53329","055-639-3913","128.6939144156","2020-07-27","공공","경상남도","055-6393-913","구조라테니스장","경상남도 거제시 일운면 구조라로2길 26","","N","테니스장","경상남도 거제시 일운면 구조라리 58-2","","N"
"경상남도",100,"N",718,"","체육시설사업소","정상운영","자체운영        ","지자체","2016-12-31","남해군","실외","34.8448293752","52413",108,"tsJ1XQ6pCJwQvhY3Re9lWa/bsQbxRfDDOm+AqQYRnek=","경상남도","테니스장","남해군","차산리","남해군","52413","055-8608-664","127.902207034","2020-07-27","공공","경상남도","055-860-8664","남해공설테니스장","경상남도 남해군 남해읍 선소로16번길 120","","N","테니스장","경상남도 남해군 남해읍 차산리 694 남해군공설테니스장 관리사무실",100,"N"
"경상남도","","N",719,"","","정상운영","","지자체","2016-12-31","창원시","","","","","K5hb1/XhfB55c72LXPwuqJ4oJHz+8HRfywycDPBT37c=","경상남도","테니스장","창원시","","창원시","","","","2020-07-27","공공","경상남도","","진동돈사단지테니스장","","","N","테니스장","","",""
"경상북도",300,"N",720,"20090511","체육진흥과(체육시설팀)","정상운영","자체운영        ","지자체","2016-12-31","경산시","실외","35.82111702","38637",285,"uGOVcFYreAvQKPJYsJ3DbkEEa0xz+3hEfEa2UXpCvLc=","경상북도","테니스장","경산시","상방동","경산시","38637","053-810-5425","128.7437747807","2023-03-31","공공","경상북도","053-810-5425","경산생활체육공원테니스장","경상북도 경산시 남매로 100 (상방동)","20090511","N","테니스장","경상북도 경산시 상방동 10 경산생활체육공원",300,"X"
"서울특별시","","N",721,"","","정상운영","","지자체","2016-12-31","양천구","","","","","TnByyl6zKDRoOwLqg2x7YuGC3pRiiuVutP24HDOzO1g=","서울특별시","테니스장","양천구","","양천구","","","","2020-07-27","공공","서울특별시","","해누리테니스장","","","N","테니스장","","",""
"서울특별시","","N",722,"","","정상운영","","지자체","2016-12-31","용산구","","","","","KeJZOmX3UbSC6myY4K57icSBiQ1kMZehqKiNHp1cGSo=","서울특별시","테니스장","용산구","","용산구","","","","2020-07-27","공공","서울특별시","","한강시민공원이촌지구테니스장","","","N","테니스장","","",""
"세종특별자치시","","N",723,"","","정상운영","자체운영        ","지자체","2016-11-07","세종시","","36.5902055246","30036",54,"uJRJhQfINaz7bdQbcc3cXvF70p35xoXoj5lnQU2Z4h0=","세종특별자치시","테니스장","세종시","죽림리","세종시","30036","","127.3014375565","2020-07-27","공공","세종특별자치시","","조치원체육공원테니스장","세종특별자치시  조치원읍 허만석로 98","","N","테니스장","세종특별자치시  조치원읍 죽림리 303 세종특별자치시상하수도사업소","",""
"세종특별자치시","","N",724,"","","정상운영","자체운영        ","지자체","2016-11-07","세종시","","36.4635113017","30083","","yyTuO1ZiLFzNQXEqaipgNgripSDgig1XYQKel+VOcMs=","세종특별자치시","테니스장","세종시","용포리","세종시","30083","","127.2866704705","2020-07-27","공공","세종특별자치시","","금남생활체육공원테니스장","세종특별자치시  금남면 용포중앙1길 54","","N","테니스장","세종특별자치시  금남면 용포리 28 금남면게이트볼장","",""
"세종특별자치시","","N",725,"","전의면","정상운영","자체운영        ","지자체","2016-11-07","세종시","없음","36.6905889876","30004","","qLlpwDzxjeEqhz5I6wvYIEAemFwELO21Ccjtuq7dFpc=","세종특별자치시","테니스장","세종시","읍내리","세종시","30004","044-301-5819","127.2022040836","2020-07-27","공공","세종특별자치시","044-301-5819","전의생활체육공원테니스장","세종특별자치시  전의면 읍내황골1길 63","","N","테니스장","세종특별자치시  전의면 읍내리 5-1","","N"
"세종특별자치시","","N",726,"","","정상운영","자체운영        ","지자체","2016-11-07","세종시","","36.725104876893155","","","7JOh8IYgyAM40a5d4PYZN18jZuRt1YzDvNw0230S7YE=","세종특별자치시","테니스장","세종시","","세종시","","","127.15043471465418","2020-07-27","공공","세종특별자치시","","소정테니스장","","","N","테니스장","","",""
"울산광역시","","N",727,"","","정상운영","","지자체","2016-12-31","남구","","","","","IOl+vs/Y4Qwq+OzQRePHgNGGRsMIK+kfXjytXqKVG9k=","울산광역시","테니스장","남구","","남구","","","","2020-07-27","공공","울산광역시","","온산하수처리장테니스장","","","N","테니스장","","",""
"인천광역시","","N",728,"","체육진흥과 체육시설마케팅팀","정상운영","위탁운영        ","지자체","2016-11-07","","없음","37.5451867838","22717",36,"HJ6LTmjm1V1q5pUDDSLcRg0kYkX66Kuc/mNyo2xt1hE=","인천광역시","테니스장","","연희동","서구","22717","","126.665098535","2020-07-27","공공","인천광역시","032-440-4325","아시아드주경기장내테니스장","인천광역시 서구 봉수대로 806 (연희동)","","N","테니스장","","",""
"서울특별시","","N",729,"","","정상운영","","지자체","2016-12-31","양천구","실외","37.7292987091","","","rqv/1NoUr15reOkhTLSE2ueZtG+i8zRP1lCMk5t6ZCQ=","서울특별시","테니스장","양천구","","양천구","","","126.733649204","2020-07-27","공공","서울특별시","","목동테니스장","","","N","테니스장","목동915번지","",""
"전라남도","","N",730,"","","정상운영","","지자체","2016-12-31","진도군","실외","34.4849366048","","","GVID6UdcmJUi3FNSAx+cFtrl2QQ9PG1IO5m/UI/xa4o=","전라남도","테니스장","진도군","","진도군","","","126.275677164","2020-07-27","공공","전라남도","","진도테니스장","진도읍동외리","","N","테니스장","전남 진도군 진도읍 동외리","",""
"전라북도","","N",731,"","","정상운영","","지자체","2016-12-31","익산시","","","",375,"mgvme05b7tHewCQMEhOWV43VNkSTHunNkw5i/TZdxfY=","전라북도","테니스장","익산시","","익산시","","","","2020-07-27","공공","전라북도","","배산체육공원테니스장","","","N","테니스장","",300,""
"경기도","","N",732,"19999999","화도수동행정복지센터","정상운영","자체운영        ","지자체","2016-12-31","남양주시","실외","37.6430374368743","","","8HpL+37T2wLQW3N2TU8RvjXB1M62AUuyLUter3pzfvM=","경기도","테니스장","남양주시","녹촌리","남양주시","","031-590-4854","127.297251550007","2021-04-05","공공","경기도","031-590-4854","화도테니스장","경기 남양주시 화도읍 녹촌리 99-21","","N","테니스장","경기 남양주시 화도읍 녹촌리 99-21","","Y"
"전라남도","","N",733,"","","정상운영","","지자체","2016-12-31","나주시","실외","34.99454997","520320",42,"znugO/Xp5YvPZyWfpSer5InWlgG1mbKZvd1qJjHNkIo=","전라남도","테니스장","나주시","","나주시","520320","061-339-4525","126.699179687","2020-07-27","공공","전라남도","","환경사업소테니스장","나주시운곡동107","","N","테니스장","전남 나주시 운곡동 107","",""
"전라남도",200,"N",734,"","","정상운영","","지자체","2016-12-31","목포시","실외","35.4320035471","",111,"HZuIE+hiRRWXMF4J73y9sXGzGDSHXWzGEE17b1OtWXo=","전라남도","테니스장","목포시","","목포시","","","129.172121179","2020-07-27","공공","전라남도","","목포시립테니스장","","","N","테니스장","용당동1069",200,""
"전라남도",200,"N",735,"","","정상운영","","지자체","2016-12-31","목포시","실외","35.4320035471","",103,"LNsXtHIrtyabGBYz9zMS69xJfJmCL+0KBKr41QCC2Qs=","전라남도","테니스장","목포시","","목포시","","","129.172121179","2020-07-27","공공","전라남도","","목포시립정구장","","","N","테니스장","용당동1069",200,""
"전라남도",200,"N",736,"","","정상운영","","지자체","2016-12-31","목포시","실외","35.5827283037","","","YvdeUhBhypUxdPr0l3EJ8P0LP48DXeHLRvM27jFV9Gc=","전라남도","테니스장","목포시","","목포시","","","128.806415549","2020-07-27","공공","전라남도","","목포시민테니스장","","","N","테니스장","상동349-1",200,""
"전라남도","","N",737,"19990101","체육시설팀","정상운영","자체운영        ","지자체","2016-12-31","영암군","실외","34.8076158556","58411",95,"oEqSC40fLJuHgzSyoKEswKtWchQ3R9qmqSxR3VefjbM=","전라남도","테니스장","영암군","역리","영암군","58411","061-470-6491","126.7023348067","2022-06-03","공공","전라남도","061-470-6491","영암종합스포츠타운 테니스장","전라남도 영암군 영암읍 낭주로 202-3","","N","테니스장","","","N"
"강원도","","N",738,"19999999","문화체육과","정상운영","자체운영        ","지자체","2016-10-09","","없음","38.0858351771","24151",1396,"4KfPn7MLl2kpJIhZfGAg1rPpiIRYDK7eJ88MWh1l4Us=","강원도","테니스장","화천군","사창리","화천군","24151","033-440-2257","127.5233084748","2022-12-29","공공","강원도","033-440-4552","화악테니스장","강원도 화천군 사내면 솔대길 17 (늘푸른아파트)","","N","테니스장","강원도 화천군 사내면 사창리 94 늘푸른아파트","","N"
"강원도","","N",739,"19990101","체육진흥","정상운영","자체운영        ","지자체","2016-12-10","평창군","실외","37.6152936584","25303",1652,"5Tip+n3Ud219kse5MSeBQw8/SmpsLSwtOpTfBHTNeDc=","강원도","테니스장","평창군","창동리","평창군","25303","033-330-2082","128.3827421665","2021-10-25","공공","강원도","033-330-2013","봉평테니스장","강원도 평창군 봉평면 방축동길 39-26","","N","테니스장","강원도 평창군 봉평면 창동리 324","","X"
"강원도","","N",740,"","경제체육과","정상운영","자체운영        ","지자체","2016-12-10","평창군","","37.6327915529","25332","","+Bs7/B4ktcj77xPNXY/RjV4Yb7rZglNsCKgEmxRYTI8=","강원도","테니스장","평창군","하진부리","평창군","25332","","128.5577909302","2020-07-27","공공","강원도","033-330-2754","진부테니스장(진부체육공원)","강원도 평창군 진부면 오대천로 1958-51","","N","테니스장","강원도 평창군 진부면 하진부리 1289-46","",""
"서울특별시","","N",741,"20061030","공원녹지과","정상운영","자체운영        ","지자체","2016-12-31","강서구","실외","37.5504018311","157010","","g1AU31DaqQtWKssPgo/xRGABsoj1sR4QX/sKZZyyskw=","서울특별시","테니스장","강서구","","강서구","157010","02-2600-4193","126.843555219","2018-01-31","공공","서울특별시","02-2600-4185","우장테니스장","화곡동 산60-1","20061030","N","테니스장","서울 강서구 화곡동 산 60-1","","N"
"경기도","","N",742,"","","정상운영","위탁운영        ","지자체","2016-11-07","수원시","실외","37.3002820778","440801",333,"43qBVA4Ii08s7PEEMzPNBW5022tqvlp94ZT860bI/rQ=","경기도","테니스장","수원시","","수원시","440801","","127.001777569","2020-07-27","공공","경기도","","만석공원테니스장","송죽동 305","","N","테니스장","경기 수원시 장안구 송죽동 305","",""
"경기도","","N",743,"","체육진흥과","정상운영","","지자체","2016-12-31","성남시","실외","37.4470096733","461810",35,"oRGPeQRUsz2xABdRAGGugBdHKfYB6AiFPFHYxX5IXTg=","경기도","테니스장","성남시","","성남시","461810","031-729-3055","127.150886131","2020-07-27","공공","경기도","031-729-3055","희망대테니스장","신흥동 2344번지","","N","테니스장","경기 성남시 수정구 신흥동 2344","",""
"경기도",846,"N",744,"20010309","체육진흥과 \r\n시설관리팀","정상운영","위탁운영        ","지자체","2016-11-07","부천시","실외","37.5048801036","14560","","VmfIzwWpiSxNc330aPRd6L+diPQgEk7I3T0XcGd1Pd4=","경기도","테니스장","부천시","춘의동","부천시","14560","032-655-6196","126.7965341169","2022-07-18","공공","경기도","032-625-2501","부천종합운동장 테니스장","경기도 부천시 길주로 486 (춘의동)","20010309","N","테니스장","경기도 부천시 춘의동 35 현업분소",1000,"N"
"경기도","","N",745,"19990101","체육진흥과 \r\n시설관리팀","정상운영","위탁운영        ","지자체","2016-11-07","부천시","실외","37.4725279014661","422813",621,"+gbMXQjy0jseyFW2VIf7eYSBufOQnQ5/M2J0ujQ3pmI=","경기도","테니스장","부천시","","부천시","","032-340-5370","126.78896171227836","2022-07-18","공공","경기도","032-625-2501","성주산생활체육공원 테니스장","경기 부천시 소사본동 산 70-4","","N","테니스장","경기 부천시 소사본동 산 70-4","","N"
"경기도","","N",746,"","","정상운영","","지자체","2016-12-31","화성시","","37.220308634","445310","","a/lvRfwSaQyHGOEfpIizWv7O3tKPnFhbaUC/l0HxYes=","경기도","테니스장","화성시","","화성시","445310","","126.989030379","2020-07-27","공공","경기도","","야생초공원테니스장","기안동 896","","N","테니스장","경기 화성시 기안동 896","",""
"경기도","","N",747,"","","정상운영","위탁운영        ","지자체","2016-11-07","여주시","","37.3735764113","469844","","YDbY0q1cdYHObW8lK6W+6nIB+bF1VGvdA9PrP6TpuCU=","경기도","테니스장","여주시","","여주시","469844","","127.581588103","2020-07-27","공공","경기도","","대신체육공원테니스장","대신면 율촌리 산40","","N","테니스장","경기 여주시 대신면 율촌리 산 40","",""
"강원도",300,"N",748,"20021117","체육진흥","정상운영","위탁운영        ","지자체","2016-11-07","평창군","실외","37.3600155432","25377",184,"5jj6W6jYbkDo0s2S2YAyqXRxuhDMtU/922U0SHjUQ2w=","강원도","테니스장","평창군","종부리","평창군","25377","033-330-2082","128.3927713528","2021-10-25","공공","강원도","033-330-2013","평창공설테니스장","강원도 평창군 평창읍 종부로 69-27","20021117","N","테니스장","강원도 평창군 평창읍 종부리 596-3 평창종합운동장",300,"X"
"강원도","","N",749,"20080101","시설국 문화관광과","정상운영","자체운영        ","지자체","2016-12-31","정선군","실외","37.4660077059","233851",78,"jUOH//ktr+cJaievyGKEDASik9DVW89tLkGwnaH6oBg=","강원도","테니스장","정선군","","정선군","233851","033-560-2547","128.675998288","2022-01-17","공공","강원도","033-560-2547","북평테니스장","북평면 북평2리 63-2","20080101","N","테니스장","강원 정선군 북평면 북평리 2",50,"Y"
"충청북도","","N",750,"20070601","시설관리사업소","정상운영","자체운영        ","지자체","2016-11-07","제천시","실외","37.1296697846","27180",81,"hMWw+lAxRai7ze0983z8leTODMkZPgmOSpQLFk0Fddw=","충청북도","테니스장","제천시","신백동","제천시","27180","043-641-5593","128.2287885365","2019-11-06","공공","충청북도","043-641-5593","신백생활체육공원","충청북도 제천시 관전로 54 (신백동)","20070601","N","테니스장","충청북도 제천시 신백동 194-2","","N"
"전라북도",1500,"N",751,"19990101","시설사업소","정상운영","자체운영        ","지자체","2016-12-31","무주군","실내외","36.0026222926","55514",6406,"xYAZ/Z6UMZLhyLV8hxcZb1k4mnB6gbMHKWMWP2mwOKQ=","전라북도","테니스장","무주군","당산리","무주군","55514","063-320-5616","127.6614898183","2021-12-07","공공","전라북도","063-320-5616","반딧불체육관테니스장","전라북도 무주군 무주읍 한풍루로 326-14","","N","테니스장","",2000,"X"
"부산광역시","","N",752,"","","정상운영","","지자체","2016-12-31","","","","","","f3lsuSRxQKwHkzrWQSbCZPI+NIEPZdnGFM/AIhcEwjo=","부산광역시","테니스장","","","강서구","","","","2020-07-27","공공","부산광역시","","생곡환경공원테니스장","","","N","테니스장","","",""
"강원도","","N",753,"19980101","체육진흥","정상운영","자체운영        ","지자체","2016-12-10","평창군","실외","37.3433779417","25382","","+882Z/e1rew/kpYwzEybmHBuZQLnGeNzV0hqYZRiNwg=","강원도","테니스장","평창군","창리","평창군","25382","033-330-2082","128.498235601","2021-10-25","공공","강원도","033-330-2013","미탄테니스장","강원도 평창군 미탄면 횟골길 35","19980101","N","테니스장","강원도 평창군 미탄면 창리 600","","X"
"경상북도","","N",754,"20140516","문화누리관","정상운영","위탁운영        ","지자체","2016-11-07","고령군","실외","35.7271809021","40134","","UF8o2oujfANCqiPJQ5Ntu4T15uo7xOrkkzvUCNdX52g=","경상북도","테니스장","고령군","장기리","고령군","40134","054-950-6343","128.2808089639","2016-12-14","공공","경상북도","054-950-6343","고령테니스장","경상북도 고령군 대가야읍 회천로 11","20140516","N","테니스장","경상북도 고령군 대가야읍 장기리 331-3","",""
"경상북도","","N",755,"20091224","새마을체육과","정상운영","위탁운영        ","지자체","2016-11-07","성주군","실외","35.910818760912704","40033",2910,"fBFatiZd9vhHIY4We1N5nqjRlmoLeMjcqF38yxcGPuE=","경상북도","테니스장","성주군","성산리","성주군","40033","054-931-7330","128.28395087610056","2018-05-17","공공","경상북도","054-930-6784","성주생활체육공원테니스장","경상북도 성주군 성주읍 상성로 1399","20091224","N","테니스장","","","X"
