addr_ctpv_nm,nation_yn,faci_daddr,row_num,base_ymd,faci_stat_nm,reg_dt,inout_gbn_nm,faci_lat,faci_zip,faci_gfa,faci_road_daddr,faci_cd_hash,ftype_nm,cpb_nm,addr_emd_nm,faci_road_zip,faci_tel_no,faci_lot,updt_dt,faci_gb_nm,cp_nm,faci_nm,faci_road_addr,atnm_chk_yn,fcob_nm,faci_addr
"경기도","N","",723,"20080418","정상운영","2016-12-31","실내","37.3132708562","425807",343,"","EJP1oJiBauPFR0B5nCw5sY1dnr3seJL46XtPRvJtwUI=","골프","안산시","","425807","031-410-0440","126.829306049","2023-04-21","신고","경기도","비타민스크린골프","경기도 안산시 단원구 광덕대로 187 (고잔동, 701~704호)","Y","가상체험 체육시설업","경기 안산시 단원구 광덕대로 187"
"경상남도","N","4F",724,"20221024","정상운영","2023-05-18","없음","35.2186187252107","51505",699,"","","골프","창원시","상남동","51505","","128.676667194145","2023-05-19","신고","경상남도","공감원GDR골프아카데미","경상남도 창원시 성산구 중앙대로 38 (상남동)","Y","가상체험 체육시설업","경상남도 창원시 성산구 상남동 70-1"
"충청북도","N","",725,"20220927","정상운영","2023-03-14","없음","36.4849660689656","28940",677,"","","골프","보은군","이평리","28940","","127.723593190927","2023-03-30","신고","충청북도","그랜드 스크린 골프","충청북도 보은군 보은읍 월송로 7","Y","가상체험 체육시설업","충청북도 보은군 보은읍 이평리 163-2"
"경상북도","N","2층",726,"20161231","정상운영","2016-12-31","없음","36.0782598169","37595",223,"2층","wejj8Xs16MEiDRFT0HvCS0TI9yqyNv6tzR053jfwTtI=","골프","포항시","양덕동","37595","","129.3975849817","2023-03-14","신고","경상북도","블루오션스크린골프","경상북도 포항시 북구 양덕남로 50 (양덕동)","Y","가상체험 체육시설업","경상북도 포항시 북구 양덕동 1435"
"경기도","N","2층",727,"20110929","정상운영","2022-06-15","없음","","10233",342,"2층 (덕이동)","c9X6MVBJmJq03UYTGxbd53RWFaYfCVKvHCJS+OQcT1c=","골프","고양시","덕이동","10233","031-911-7750","","2023-04-22","신고","경기도","리얼S존스크린골프","경기도 고양시 일산서구 탄중로 101, 2층 (덕이동)","Y","가상체험 체육시설업","경기도 고양시 일산서구 덕이동 467 2층 "
"경상남도","N","",728,"20220121","정상운영","2023-05-16","없음","0","50231",368,"","","골프","합천군","","50231","055-932-2777","0","2023-05-16","신고","경상남도","프렌즈스크린 합천중앙점","경상남도 합천군 합천읍 대야로 888-8","Y","가상체험 체육시설업","경상남도 합천군 합천읍 합천리 398"
"대구광역시","N","",729,"20210803","정상운영","2021-08-30","없음","35.6838770064178","43023",484,"","ZBgz7519WnGhbWDH+fjbaOyraUXg6sNgwqs0o5NGMig=","골프","달성군","","43023","053-710-8427","128.461793225162","2023-05-18","신고","대구광역시","골프존 하늘타리점","대구광역시 달성군 유가읍 테크노남로 142","Y","가상체험 체육시설업","대구광역시 달성군 유가읍 상리 924-3"
"경기도","N","",730,"20210629","정상운영","2022-04-29","없음","37.6144635553277","12250",498,"","zvjKIm6Hu4h1z1jqJ4eVF3ZnqRpYHtdM+B2k1dQ0N+g=","골프","남양주시","","12250","","127.158085624272","2023-05-16","신고","경기도","프렌즈 아카데미 다산","경기도 남양주시 미금로 134(다산동)","Y","가상체험 체육시설업","경기도 남양주시 다산동 3528-14"
"경기도","N","",731,"20210226","정상운영","2022-01-06","없음","37.238909511858","17100",70,"(공세동)","LzG9BA8lm0Bzg1i52f+iJWRu0h0XSTnRweArLoQdols=","골프","용인시","","17100","","127.104985303019","2023-04-22","신고","경기도","핀 스크린 골프(2호점)","경기도 용인시 기흥구 공세로 178-2(공세동)","Y","가상체험 체육시설업","경기도 용인시 기흥구 공세동 330-5"
"서울특별시","N","(문정동)",732,"20211110","정상운영","2022-01-17","없음","37.4894640823508","05805",847,"(문정동)","Z3Dxv+XgP6iySTmbViv8xopvkD3U/VI/EUwNNmZsBx0=","골프","송파구","문정동","05805","02-430-0753","127.1229958184","2023-05-10","신고","서울특별시","공간&아지트 골프존파크","서울특별시 송파구 동남로 104(문정동)","Y","가상체험 체육시설업","서울특별시 송파구 문정동 42-5"
"부산광역시","N","1층 109호",733,"20230509","정상운영","2023-05-10","실내","35.1477073788229","46727",318,"1층 109호","","골프","강서구","범방동","46727","051-973-6453","128.879875807284","2023-05-10","신고","부산광역시","워너비 스크린골프","부산광역시 강서구 범방3로29번길 39 (범방동)","Y","가상체험 체육시설업","부산광역시 강서구 범방동 1898-1"
"인천광역시","N","연세프라자9 7층 (원당동)",734,"20230303","정상운영","2023-03-14","실내","37.5938016743895","22866",595,"연세프라자9 7층 (원당동)","","골프","서구","원당동","22866","032-562-7500","126.710909298845","2023-03-14","신고","인천광역시","골프존파크 아라포인트점","인천광역시 서구 이음5로 30(원당동)","Y","가상체험 체육시설업","인천광역시 서구 원당동 1040-3 연세프라자9"
"","N","2층",735,"20110407","정상운영","2016-12-29","실내","35.8407059743","42149",476,"","fIcICcdRFwqGzDP2TbmJKISJXMyDhfVIF5nO8asz450=","골프","수성구","황금동","42149","053-766-1872","128.617630053","2023-05-10","신고","대구광역시","들안길 스크린골프","대구광역시 수성구 청수로 85 (황금동)","Y","가상체험 체육시설업",""
"","N","B2",736,"20161231","정상운영","2016-12-31","실내","","",476,"(역삼동,B2)","7kOAoBShjGSqP28GVTvrFzTHUxlJlzMXxmdKnw9rXmA=","골프","강남구","","","02-554-7208","","2023-04-22","신고","서울특별시","테헤란골프존(348)","서울특별시 강남구 테헤란로 323 (역삼동,B2)","Y","가상체험 체육시설업","서울특별시 강남구 역삼동 702-23 B2 "
"세종특별자치시","N","지하1층 (어진동)",737,"20221227","정상운영","2023-03-14","없음","36.504408149614","30107",1366,"지하1층 (어진동)","","골프","세종시","어진동","30107","044-863-0725","127.271143563738","2023-03-14","신고","세종특별자치시","시퀀스 골프&프렌즈 스크린","세종특별자치시 도움8로 87(어진동)","Y","가상체험 체육시설업","세종특별자치시 어진동 609 단국빌딩"
"경기도","N","",738,"20200515","폐업","2020-11-04","실내","37.6942059638475","10236",300,"","y1VkPMR+0AHbFUc/I3aKHueL4XjarXsIa5gDUsN4saY=","골프","고양시","덕이동","10236","","126.753838019042","2023-03-14","신고","경기도","나이스골프존","경기도 고양시 일산서구 하이파크3로 30 (덕이동)","Y","가상체험 체육시설업","경기도 고양시 일산서구 덕이동 400-3"
"경기도","N","대화프라자 4층 405호 (대화동)",739,"20220914","폐업","2022-11-23","없음","37.6757314361711","10381",44,"대화프라자 4층 405호 (대화동)","Dqg/omYBgxukxd0/G1wUPcMjbmjhlGouNUzHpkR3xts=","골프","고양시","대화동","10381","","126.747478042968","2023-03-14","신고","경기도","신나 파크골프 SN Parkgolf","경기도 고양시 일산서구 중앙로 1567(대화동)","Y","가상체험 체육시설업","경기도 고양시 일산서구 대화동 2222 대화프라자"
"경기도","N","",740,"20210615","정상운영","2023-05-01","없음","37.1540807553479","18510",325,"","","골프","화성시","","18510","","127.116759593375","2023-05-01","신고","경기도","프렌즈 스크린","경기도 화성시 장지남길 14 (장지동)","Y","가상체험 체육시설업","경기도 화성시 장지동 510"
"경기도","N","",741,"20221230","정상운영","2023-03-14","실내","37.7550962208914","10867",1278,"","","골프","파주시","하지석동","10867","031-943-6661","126.752517081315","2023-03-14","신고","경기도","(주)파주골프타운","경기도 파주시 하늘채길 1(하지석동)","Y","가상체험 체육시설업","경기도 파주시 하지석동 154"
"경기도","N","",742,"20230324","정상운영","2023-05-10","없음","37.2750009452322","16391",344,"","","골프","수원시","금곡동","16391","031-227-5072","126.954079196941","2023-05-10","신고","경기도","행복골프훈련소 호매실점","경기도 수원시 권선구 금곡로 219 (금곡동)","Y","가상체험 체육시설업","경기도 수원시 권선구 금곡동 1114-1 리더스빌딩"
"경기도","N","",743,"20230322","정상운영","2023-05-10","없음","37.2417399462448","16668",600,"","","골프","수원시","곡반정동","16668","031-222-0707","127.034165232558","2023-05-10","신고","경기도","골프존파크 곡선스카이","경기도 수원시 권선구 곡반정로 160 (곡반정동)","Y","가상체험 체육시설업","경기도 수원시 권선구 곡반정동 653 라퍼스트"
"경기도","N","광교중흥에스클래스 B2",744,"20230411","폐업","2023-04-13","실내","37.2839417579058","16517",4298,"광교중흥에스클래스 B2","","골프","수원시","원천동","16517","031-213-0010","127.056777997528","2023-05-10","신고","경기도","예스짐 GDR 골프","경기도 수원시 영통구 광교호수공원로 277 (원천동, 광교중흥에스클래스)","Y","가상체험 체육시설업","경기도 수원시 영통구 원천동 589 광교중흥에스클래스"
"충청북도","N","사무소",745,"20230119","정상운영","2023-03-14","실내","0","28941",692,"사무소","","골프","보은군","","28941","","0","2023-03-25","신고","충청북도","골프존 파크 보은 이루와점","충청북도 보은군 보은읍 남부로 4549","Y","가상체험 체육시설업","충청북도 보은군 보은읍 교사리 27-5 사무소"
"경기도","N","1층",746,"20230504","정상운영","2023-05-10","실내","37.2963099856465","16504",102,"1층","","골프","수원시","이의동","16504","","127.057258954742","2023-05-10","신고","경기도","노바골프PT","경기도 수원시 영통구 센트럴파크로128번길 30 (이의동)","Y","가상체험 체육시설업","경기도 수원시 영통구 이의동 1296-15"
"경기도","N","1층 M149~154, 158호 (갈매동)",747,"20230508","정상운영","2023-05-10","없음","37.6366038586973","11901",444,"1층 M149~154, 158호 (갈매동)","","골프","구리시","갈매동","11901","031-869-2422","127.125203305286","2023-05-10","신고","경기도","GDR 금강펜테리움점","경기도 구리시 갈매순환로166번길 46 (갈매동)","Y","가상체험 체육시설업","경기도 구리시 갈매동 552-12"
"경기도","N","1층",748,"20230510","정상운영","2023-05-11","없음","37.6736581794828","10379",892,"","","골프","고양시","주엽동","10379","","126.754640891515","2023-05-16","신고","경기도","골프인SDR아카데미 롯데마트주엽점","경기도 고양시 일산서구 중앙로 1496 (주엽동)","Y","가상체험 체육시설업","경기도 고양시 일산서구 주엽동 15 롯데마트"
"경기도","N","",749,"20190807","정상운영","2023-05-01","없음","37.2207269794487","18423",1215,"","","골프","화성시","능동","18423","031-8077-4785","127.059662175803","2023-05-01","신고","경기도","GDR아카데미화성능동점","경기도 화성시 효행로 1256 (능동)","Y","가상체험 체육시설업","경기도 화성시 능동 1052-1"
"경기도","N","",750,"20230427","정상운영","2023-05-02","없음","0","14963",390,"3층 301호 (월곶동)","","골프","시흥시","","14963","031-317-0722","0","2023-05-02","신고","경기도","프렌즈 스크린 월곶점","경기도 시흥시 월곶해안로 169 (월곶동)","Y","가상체험 체육시설업","경기도 시흥시 월곶동 1014-6"
"부산광역시","N","",751,"20211228","정상운영","2021-12-29","없음","35.1860372711679","48055",444,"","FiMoIPDb6llATgJS9ZLqyBIcaykJkjanM7IwAy3NYng=","골프","해운대구","재송동","48055","","129.123887340852","2023-04-26","신고","부산광역시","해송 스크린골프연습장","부산광역시 해운대구 재송1로60번길 36(재송동)","Y","가상체험 체육시설업","부산광역시 해운대구 재송동 1091-36"
"경상북도","N","",752,"20220913","정상운영","2022-11-29","실내","35.9702201044053","37883",689,"2층","0hFxEHcUyvRTFkvLmaw/ReKWdbVh/5fFo7gy6nZCOAA=","골프","포항시","","37883","054-293-9876","129.400795971842","2023-05-10","신고","경상북도","프렌즈아카데미 포항오천점","경상북도 포항시 남구 오천읍 남원로 81","Y","가상체험 체육시설업","경상북도 포항시 남구 오천읍 원리 893"
"전라남도","N","",753,"20221107","정상운영","2023-01-04","없음","34.6729707052964","59332",231,"","N8+gl5m61kObWVw+E8hxC/UXukW40w//0Zaq7MpBKwA=","골프","장흥군","","59332","","126.901466334076","2023-05-10","신고","전라남도","골프존파크 장흥 장흥점","전라남도 장흥군 장흥읍 장흥대로 3435","Y","가상체험 체육시설업","전라남도 장흥군 장흥읍 예양리 121-95"
"경기도","N","",754,"20230503","정상운영","2023-05-10","없음","0","13572",499,"102동 지하층 (서현동)","","골프","성남시","","13572","031-706-3666","0","2023-05-10","신고","경기도","서현한길원분당","경기도 성남시 분당구 안골로 35 (서현동)","Y","가상체험 체육시설업","경기도 성남시 분당구 서현동 181"
"대전광역시","N","만년스퀘어 2층",755,"20200615","정상운영","2023-03-17","없음","","35203",755,"만년스퀘어 2층 (만년동)","","골프","서구","","35203","","","2023-05-10","신고","대전광역시","신세계 스크린","대전광역시 서구 만년로67번길 34-26, 만년스퀘어 2층 (만년동)","Y","가상체험 체육시설업","대전광역시 서구 만년동 316 만년스퀘어 2층 "
"경기도","N","501호 (상동, 다승프라자)",756,"20161205","정상운영","2016-12-05","실내","37.5061592354","14542",580,"","cVUbRp287JDx0yZpfecFkhORVwqtb50KpQ86+YUhBxM=","골프","부천시","상동","14542","032-324-7553","126.7563851357","2023-03-31","신고","경기도","동원스크린골프","경기도 부천시 길주로 125 (상동)","Y","가상체험 체육시설업","경기도 부천시 상동  538-7 다승프라자"
"경기도","N","삼송원흥역센트럴푸르지오, 220, 221호",757,"20220302","정상운영","2022-03-03","실내","","10564",77,"삼송원흥역센트럴푸르지오 2층 220, 221호 (원흥동)","tcW0ylZJ6khaBZCwo73Kqer4wZVp93Lt6oI3QOiZrCA=","골프","고양시","원흥동","10564","","","2023-03-31","신고","경기도","합(HAB)","경기도 고양시 덕양구 원흥5로 25, 삼송원흥역센트럴푸르지오 2층 220, 221호 (원흥동)","Y","가상체험 체육시설업","경기도 고양시 덕양구 원흥동 630 삼송원흥역센트럴푸르지오, 220, 221호 "
"경기도","N","2.3층 (월곡동)",758,"20230412","정상운영","2023-04-24","실내","37.0170525112622","17876",462,"2.3층 (월곡동)","","골프","평택시","월곡동","17876","","127.135576291367","2023-04-24","신고","경기도","골프존파크 비전이편한점","경기도 평택시 죽백1길 210 (월곡동)","Y","가상체험 체육시설업","경기도 평택시 월곡동 319"
"경기도","N","",759,"20210728","정상운영","2021-12-30","없음","","12957",582,"1층 107~111·115~119호 (신장동)","D6zTSXOFk7fHd2E/DkLf7nWityafflXtjtferajz4vQ=","골프","하남시","신장동","12957","031-792-5944","","2023-03-31","신고","경기도","신장여명스크린","경기도 하남시 신평로 84, 1층 107~111·115~119호 (신장동)","Y","가상체험 체육시설업","경기도 하남시 신장동 415-44 "
"경기도","N"," 2, 3층",760,"20230315","정상운영","2023-03-31","없음","37.3565693241499","16801",643," 2, 3층","","골프","용인시","고기동","16801","031-266-6774","127.064778879392","2023-03-31","신고","경기도","인버디(INBIRDIE)","경기도 용인시 수지구 고기로377번길 37 (고기동)","Y","가상체험 체육시설업","경기도 용인시 수지구 고기동 211-1"
"경기도","N","",761,"20230321","정상운영","2023-04-07","없음","37.7521545447463","10915",876,"","","골프","파주시","금촌동","10915","","126.765957089755","2023-04-07","신고","경기도","모두존","경기도 파주시 금릉역로 84 (금촌동)","Y","가상체험 체육시설업","경기도 파주시 금촌동 986-1 청원센트럴타워"
"경기도","N","",762,"20210929","정상운영","2021-10-14","실내","37.3000893764803","17344",707,"","zhmWBhLS3cgogDLOokfVrUt3NUBQkxFGIdSMRMt2H8Y=","골프","이천시","송정동","17344","","127.437704907994","2023-03-31","신고","경기도","프렌즈 아카데미 이천송정점","경기도 이천시 증신로 329(송정동)","Y","가상체험 체육시설업","경기도 이천시 송정동 193"
"경기도","N","",763,"20221017","정상운영","2023-05-03","없음","37.7292345272425","12005",379,"","","골프","남양주시","장현리","12005","","127.192808513577","2023-05-03","신고","경기도","진접 G7 골프아카데미","경기도 남양주시 진접읍 금강로 1551","Y","가상체험 체육시설업","경기도 남양주시 진접읍 장현리 64-28"
"강원도","N","",764,"20220304","정상운영","2022-06-15","없음","38.1901544330208","24872",425,"","DY/SEPL0HYiuqXN1bRecgDRRrcFG/hqcuOZZloy4Lgg=","골프","속초시","조양동","24872","","128.593799757804","2023-03-31","신고","강원도","동림 GDR 골프연습장","강원도 속초시 동해대로 4030 (조양동)","Y","가상체험 체육시설업","강원도 속초시 조양동 1034-49"
"경기도","N","",765,"20110428","정상운영","2016-11-07","실내","37.7380024823","480838","","","CD9t7kkRjF2tGVXxuhQHBAMHwdX+ddT6GozKDtQFVCE=","골프","의정부시","","480838","031-851-2922","127.084384615","2023-05-19","신고","경기도","영진골프연습장(스크린)","의정부시 용민로61번길 27 (용현동)","Y","가상체험 체육시설업","경기 의정부시 용민로61번길 27"
"경기도","N","2층",766,"20200625","정상운영","2023-04-24","없음","36.9793499914971","17598",270,"2층","","골프","안성시","계륵리","17598","031-672-2225","127.25347787535","2023-04-25","신고","경기도","골프존 파크 미양 남안성점","경기도 안성시 미양면 제2공단2길 86","Y","가상체험 체육시설업","경기도 안성시 미양면 계륵리 176-6"
"대구광역시","N","4~5층",767,"20131018","정상운영","2016-11-07","실내외","33.5031837184","42921",968,"4~5층","zUEXz1QpFup3i6/jm+/1ODNO6YMj5ROlu/PSlQ5mioo=","골프","달성군","","42921","053-588-9970","126.5265508066","2023-05-20","신고","대구광역시","주식회사 세천스크린골프연습장","대구광역시 달성군 다사읍 세천로7길 9, 4~5층","Y","가상체험 체육시설업","대구광역시 달성군 다사읍 세천리 1680-4 4~5층 "
"","N","",768,"20090408","정상운영","2016-11-07","실내","35.2095583906","500895",289,"","XExgJ1lEWAl1w+70k1Wh8y4jIms8DDnFlV4eunXlS1k=","골프","북구","","500895","062-572-3003","126.883793111","2023-05-10","신고","광주광역시","이글 스크린골프존","광주 북구 양산로 87(양산동)","Y","가상체험 체육시설업","광주 북구 양산로 87"
"대구광역시","N","",769,"20070308","정상운영","2016-11-07","실내","","42012",306,"지하1층 (범어동)","7oj3bK9sLfezB1TUhTNuRHtP5nliv6KZieSTqKArJaI=","골프","수성구","","42012","053-745-3223","","2023-05-19","신고","대구광역시","범어골프클럽","대구광역시 수성구 상록로 66, 지하1층 (범어동)","Y","가상체험 체육시설업","대구광역시 수성구 범어동 7-14 "
"전라북도","N","",770,"20220124","정상운영","2023-03-31","없음","0","55745",375,"3층 (신정동)","","골프","남원시","","55745","","0","2023-03-31","신고","전라북도","골프존 파크투비젼(남원역점)","전라북도 남원시 교룡로 58-55 (신정동)","Y","가상체험 체육시설업","전라북도 남원시 신정동 899"
"","N","",771,"20161231","정상운영","2016-12-31","실내","37.5010542935","",899,"","JJqFIUYtuM0o4BWldCHv9HImwCps++ODQUcL6zevN/c=","골프","서초구","","","02-594-0252","127.011634824","2023-05-15","신고","서울특별시","레인지엑스 반포","서울특별시 서초구 서초중앙로 217 (반포동,지하2층)","Y","가상체험 체육시설업","서울특별시 서초구 서초중앙로 217 (반포동,지하2층)"
"경기도","N","그랜드웨딩홀",772,"20211014","정상운영","2021-12-29","실내","0","17373",869,"그랜드웨딩홀 4층 (중리동)","K6Fpr2qMBsI3h/2Y7VPDe9IZZQClKn/ul7kXFC8qHiA=","골프","이천시","","17373","","0","2023-03-31","신고","경기도","프렌즈 스크린 이천그랜드","경기도 이천시 중리천로 98(중리동)","Y","가상체험 체육시설업","경기도 이천시 중리동 462 그랜드웨딩홀"
"인천광역시","N","",773,"20220520","정상운영","2023-03-30","없음","0","21939",301,"5층 502호 (옥련동)","","골프","연수구","","21939","032-832-7072","0","2023-03-31","신고","인천광역시","프렌즈스크린 송도역점","인천광역시 연수구 비류대로 208(옥련동)","Y","가상체험 체육시설업","인천광역시 연수구 옥련동 307-1"
"대구광역시","N","",774,"20230219","정상운영","2023-03-31","없음","0","42169",1608,"2층, 3층 (두산동)","","골프","수성구","","42169","053-763-3334","0","2023-03-31","신고","대구광역시","로저스나인 대구수성점","대구광역시 수성구 청수로 106 (두산동)","Y","가상체험 체육시설업","대구광역시 수성구 두산동 12-2"
"충청북도","N","",775,"20221129","정상운영","2023-05-02","없음","36.7155034793344","28115",419,"","","골프","청주시","양청리","28115","043-211-9800","127.421622284732","2023-05-02","신고","충청북도","OK스크린","충청북도 청주시 청원구 오창읍 양청택지로 121","Y","가상체험 체육시설업","충청북도 청주시 청원구 오창읍 양청리 751-7"
"충청북도","N","2,3층",776,"20230116","정상운영","2023-05-03","없음","36.7740682122276","28135",1189,"2,3층","","골프","청주시","옥수리","28135","043-212-2984","127.567167610142","2023-05-03","신고","충청북도","북이 Green7점","충청북도 청주시 청원구 북이면 중앙로 31","Y","가상체험 체육시설업","충청북도 청주시 청원구 북이면 옥수리 7-3"
"서울특별시","N","지하1층 (등촌동)",777,"20230208","정상운영","2023-05-12","없음","37.5577320637214","07590",768,"지하1층 (등촌동)","","골프","강서구","등촌동","07590","","126.84831300979","2023-05-12","신고","서울특별시","캠프골프","서울특별시 강서구 공항대로 365 (등촌동)","Y","가상체험 체육시설업","서울특별시 강서구 등촌동 661-10"
"서울특별시","N","등촌나인스퀘어 4층 (등촌동)",778,"20230127","정상운영","2023-05-12","없음","37.5502242501914","07665",668,"등촌나인스퀘어 4층 (등촌동)","","골프","강서구","등촌동","07665","","126.863458548999","2023-05-12","신고","서울특별시","준 스크린","서울특별시 강서구 등촌로 229 (등촌동)","Y","가상체험 체육시설업","서울특별시 강서구 등촌동 507-1"
"서울특별시","N","309~315호",779,"20221209","정상운영","2023-05-12","없음","37.5588474526291","07807",387,"309~315호","","골프","강서구","마곡동","07807","02-2665-8872","126.825637723392","2023-05-12","신고","서울특별시","THE GOLF Academy","서울특별시 강서구 마곡중앙로 59-9 (마곡동)","Y","가상체험 체육시설업","서울특별시 강서구 마곡동 798-9 메가타워"
"서울특별시","N","송화쇼핑센터 10층 (내발산동)",780,"20221219","정상운영","2023-05-12","없음","37.5496000614643","07639",564,"송화쇼핑센터 10층 (내발산동)","","골프","강서구","내발산동","07639","02-782-8006","126.835941270275","2023-05-12","신고","서울특별시","더 플레이스 골프","서울특별시 강서구 강서로 267 (내발산동)","Y","가상체험 체육시설업","서울특별시 강서구 내발산동 719-6 송화쇼핑센터"
"서울특별시","N","상가A동 지하1층 (당산동5가, 당산센트럴아이파크)",781,"20220127","정상운영","2022-11-23","실내","37.5304831048862","07215",326,"상가A동 지하1층 (당산동5가, 당산센트럴아이파크)","0lmoDmKpNzN+kiL8wx4VlZTWv1Od4I5Uapwq1gYxVhA=","골프","영등포구","당산동5가","07215","","126.902812773342","2023-05-19","신고","서울특별시","당산골프아카데미","서울특별시 영등포구 영신로 247(당산동5가, 당산센트럴아이파크)","Y","가상체험 체육시설업","서울특별시 영등포구 당산동5가 43 당산센트럴아이파크"
"서울특별시","N","",782,"20220628","정상운영","2023-05-15","없음","37.4898474387668","08725",459,"","","골프","관악구","봉천동","08725","02-6332-1234","126.952985510916","2023-05-16","신고","서울특별시","드림프렌즈스크린골프","서울특별시 관악구 성현로 80 (봉천동, 관악드림타운아파트)","Y","가상체험 체육시설업","서울특별시 관악구 봉천동 1712 관악드림타운아파트"
"서울특별시","N","",783,"20220816","정상운영","2023-05-15","없음","37.4846673504229","08752",337,"","","골프","관악구","봉천동","08752","","126.946395058313","2023-05-15","신고","서울특별시","로얄골프아카데미","서울특별시 관악구 양녕로 29 (봉천동)","Y","가상체험 체육시설업","서울특별시 관악구 봉천동 910-1 미화빌딩"
"서울특별시","N","",784,"20220805","정상운영","2023-05-15","없음","37.4680047829085","08819",48,"","","골프","관악구","신림동","08819","","126.936205424929","2023-05-15","신고","서울특별시","비트스크린골프카페","서울특별시 관악구 신림로17길 62 (신림동)","Y","가상체험 체육시설업","서울특별시 관악구 신림동 257-22"
"서울특별시","N","",785,"20220825","정상운영","2023-05-15","없음","37.4811549763764","08775",976,"","","골프","관악구","신림동","08775","","126.928270805228","2023-05-16","신고","서울특별시","지명GDR프렌즈스크린골프","서울특별시 관악구 신원로 26 (신림동, 신림동부아파트)","Y","가상체험 체육시설업","서울특별시 관악구 신림동 1695 신림동부아파트"
"서울특별시","N","",786,"20220916","정상운영","2023-05-15","없음","37.4811549763764","08775",1301,"","","골프","관악구","신림동","08775","02-855-0753","126.928270805228","2023-05-15","신고","서울특별시","일이삼스크린골프","서울특별시 관악구 신원로 26 (신림동, 신림동부아파트)","Y","가상체험 체육시설업","서울특별시 관악구 신림동 1695 신림동부아파트"
"서울특별시","N","",787,"20211221","정상운영","2022-11-11","없음","37.5095470202593","06107",450,"","jYnUx6fSlhRCyAH24qfiMiUhY3MZOo4WkuL5kGcua9Y=","골프","강남구","논현동","06107","02-3443-3339","127.033274863786","2023-05-18","신고","서울특별시","그랑크뤼 드 골프(Grand cru de golf)","서울특별시 강남구 논현로 626(논현동)","N","가상체험 체육시설업","서울특별시 강남구 논현동 221-5"
"서울특별시","N","지하1층 (마천동)",788,"20161231","정상운영","2016-12-31","실내","37.5004929222","05745",195,"","0M+d3wOmcWHjsAFtoEn7QVkLg22O3xlFNxpQXcMWO8E=","골프","송파구","마천동","05745","02-449-8479","127.1514053343","2023-05-18","신고","서울특별시","뉴서울골프스쿨","서울특별시 송파구 성내천로 209 (마천동, 우방아파트)","Y","가상체험 체육시설업",""
"대전광역시","N","",789,"20150522","정상운영","2016-12-31","실내","36.4440569247","34330",332,"","1yOV2DfmjGWlGJCc4rEWVPekEkJkbU9JDRScF2s/KzA=","골프","대덕구","덕암동","34330","042-300-2029","127.4246331123","2023-04-01","신고","대전광역시","SG골프스크린연습장 덕암점","대전광역시 대덕구 덕암로265번길 15 (덕암동)","Y","가상체험 체육시설업","대전광역시 대덕구 덕암동 11-2"
"부산광역시","N","",790,"20220819","정상운영","2022-11-25","없음","","47052",2032,"3,4,지하1층 (학장동)","0Z3K5q+quXRQBakF23ssC1VvS7oi1BSLWEcIq0/qrJU=","골프","사상구","학장동","47052","051-314-1151","","2023-05-20","신고","부산광역시","(주)골프존파크 학장그린점","부산광역시 사상구 학감대로 111, 3,4,지하1층 (학장동)","Y","가상체험 체육시설업","부산광역시 사상구 학장동 565-1 "
"대구광역시","N","",791,"20221222","정상운영","2023-05-19","없음","35.8750108210077","42922",1810,"","","골프","달성군","세천리","42922","053-593-7600","128.475405487738","2023-05-20","신고","대구광역시","아이브 스크린골프&아카데미(스크린)","대구광역시 달성군 다사읍 세천본4길 26","Y","가상체험 체육시설업","대구광역시 달성군 다사읍 세천리 1027-11"
"인천광역시","N","3층",792,"20230504","정상운영","2023-05-15","없음","37.4941907454711","22371",457,"3층","","골프","중구","운서동","22371","032-752-7559","126.488417968148","2023-05-15","신고","인천광역시","더블유 프렌즈 스크린골프 영종도점","인천광역시 중구 신도시남로141번길 18 (운서동)","Y","가상체험 체육시설업","인천광역시 중구 운서동 2791-1"
"경기도","N","301,305호 (정자동, 미켈란쉐르빌)",793,"20200814","정상운영","2020-10-13","실내","37.3587352007253","13562",888,"301,305호 (정자동, 미켈란쉐르빌)","rqTgUOXYhAsRyvTrc82q33ki87kWZJR4u/wsLpgpaoU=","골프","성남시","정자동","13562","031-782-1111","127.107488086879","2023-05-16","신고","경기도","미켈란스포츠센터","경기도 성남시 분당구 정자일로 100 (정자동, 미켈란쉐르빌)","Y","가상체험 체육시설업","경기도 성남시 분당구 정자동 180 미켈란쉐르빌"
"경기도","N","2층 일부호 (행신동)",794,"20220315","정상운영","2022-03-25","실내","37.6260020515138","10512",924,"2층 일부호 (행신동)","II9KxWS2SRNp7HRuCCiq8CUOI2vGNDsU1uRmGguXdGk=","골프","고양시","행신동","10512","031-970-8628","126.830936320283","2023-05-19","신고","경기도","골프존파크 행신리스톤점","경기도 고양시 덕양구 중앙로 605(행신동)","Y","가상체험 체육시설업","경기도 고양시 덕양구 행신동 1004 안디옥성결교회스포츠"
"경기도","N","121~127호",795,"20220929","정상운영","2022-11-23","없음","37.6671243360506","10366",286,"121~127호","8CB2QFd9EJMZXBTpm4LaibI4z9q3jfSBR1DzbVK+M2I=","골프","고양시","주엽동","10366","","126.765471646111","2023-05-15","신고","경기도","호야골프앤키즈 일산점","경기도 고양시 일산서구 중앙로 1371 (주엽동, 강선마을13단지아파트)","Y","가상체험 체육시설업","경기도 고양시 일산서구 주엽동 81 강선마을13단지아파트"
