addr_ctpv_nm,nation_yn,faci_daddr,row_num,base_ymd,faci_stat_nm,faci_mng_type_cd,reg_dt,inout_gbn_nm,faci_lat,faci_zip,faci_gfa,faci_road_daddr,faci_cd_hash,ftype_nm,cpb_nm,addr_emd_nm,addr_cpb_nm,faci_road_zip,faci_tel_no,faci_lot,updt_dt,faci_gb_nm,cp_nm,faci_nm,faci_road_addr,atnm_chk_yn,fcob_nm,faci_addr
"부산광역시","N","",715,"","정상운영","","2016-12-31","실내","","",7503,"","Pd0vJekzxdueV3KLVVAIuS/Bn4qXWkC32gNQZTXPIvU=","수영장","영도구","","영도구","","","","2020-07-27","공공","부산광역시","영도구국민체육센터수영장","","N","수영장",""
"경기도","N","",716,"20030701","정상운영","위탁운영        ","2016-11-07","실내","37.7134321569","480030",3257,"","jDDCCbUErz3Sf+6+TIRN+STCS2azlNn4gorOFDaR/cY=","수영장","의정부시","","의정부시","480030","031-837-4742","127.051421551","2016-12-28","공공","경기도","의정부시스포츠센터실내수영장","의정부시 장곡로 101(장암동)","N","수영장","경기 의정부시 장곡로 101"
"충청북도","N","진천국민체육센터",717,"20131220","폐업","자체운영        ","2016-12-31","실내","36.8473319967","27841",2975,"","tLg2qUiLnPJBuyjgBWfq6ZNGKMBv7kUDM4mIcVBApi4=","수영장","진천군","교성리","진천군","27841","043-539-3802","127.4399931825","2018-09-12","공공","충청북도","진천국민체육센터","충청북도 진천군 진천읍 문화로 69-11","N","수영장",""
"경기도","N","",718,"","정상운영","","2016-12-31","실내","37.2000786879","445160",1760,"","QUGET9xJyfmQfjdh67WnXIC1QkrLwW00bHDCytl2Av8=","수영장","화성시","","화성시","445160","","127.077424666","2020-07-27","공공","경기도","동탄복합문화센터내실내수영장","반송동 108","N","수영장","경기 화성시 반송동 108"
"","N","",719,"20150624","정상운영","자체운영        ","2016-12-31","실내","36.824107565","31097",881,"","BoGoB2wOUTO+JN2D67Z6L3nOPe/H2aYQXTPlpaTGYdQ=","실내","천안시","백석동","","31097","041-622-9001","127.121444172","2022-09-05","신고","충청남도","조이풀 수영장","충청남도 천안시 서북구 백석로 85 (백석동)","N","수영장업","충청남도 천안시 서북구 백석동 148-14"
"전라북도","N","",720,"20100413","정상운영","자체운영        ","2016-12-31","실내","35.7309280021","579802",1267,"","DhKJ0DNqKLxzq6KVNf1TriKnIMm4ULfmxy+uV8MN6tA=","실내","부안군","","부안군","579802","063-580-3992","126.737214078","2020-03-20","신고","전라북도","부안국민체육센터(실내수영장)","전북 부안군 부안읍 석정로 165","N","수영장업",""
"충청남도","N","",721,"","정상운영","","2016-12-31","","36.8280343814","",2504,"","WkjKYEx9u2NzBesUU9g3N980PdaRVfgA0nlPUUKDe2g=","실내","천안시","","천안시","","","127.104605068","2020-07-27","신고","충청남도","천안시시설관리공단 한들문화센터 수영장","천안시 서북구 음봉로 861-50, 1층 (백석동)","N","수영장업","충남 천안시 서북구 음봉로 861-50"
"인천광역시","N","",722,"","정상운영","","2016-12-31","실내","","",5519,"","IfnPQu0XMaNbCgG71YnHtgPKJaVThp/hUdFXgyVlwTQ=","수영장","중구","","중구","","","","2020-07-27","공공","인천광역시","중구국민체육센터수영장","","N","수영장",""
"서울특별시","N","",723,"","정상운영","","2016-12-31","실내","","",1115,"","Wfieo0lt3vtI38HG3F+8GcqNvJzYl8Qd7q9t2tP67JQ=","수영장","중구","","중구","","02-2280-8433","","2020-07-27","공공","서울특별시","중구회현체육센터수영장","","N","수영장",""
"충청남도","N","",724,"20161231","정상운영","자체운영        ","2016-12-31","실내","36.8074403957","331090",706,"","Xc/Q1f2MEwg/D/izfyv3ZhF7phKCqLqH7KBI7jbXS7Y=","실내","천안시","","천안시","331090","","127.118105269","2022-11-23","신고","충청남도","천안스포츠마스터클럽 천안SMC 수영장","천안시 서북구 봉서산1길 37,지하2층 B202호(쌍용동)","N","수영장업",""
"충청남도","N","",725,"20161231","폐업","자체운영        ","2016-12-31","없음","36.7840591061","336010",900,"","pv+k4IWJTi+scJzRnR8cZdGb51ctlXbziOY+s8LTMQo=","실내","아산시","","아산시","336010","041-540-9480","127.006372199","2021-11-02","신고","충청남도","온양그랜드호텔수영장","아산시 충무로20번길 7 (온천동)","N","수영장업","충남 아산시 충무로20번길 7"
"충청남도","N","",726,"20161231","폐업","자체운영        ","2016-12-31","실내","36.8553026324","336862",92484,"","MzUY/yBf5xac0oyMOAXKmTIePle5W5MC2Xs0AYLMlwA=","실내","아산시","","아산시","336862","041-539-2000","126.978246257","2020-06-19","신고","충청남도","금호리조트(주)아산스파비스(실내수영장)","아산시 음봉면 아산온천로157번길 67","N","수영장업","충남 아산시 음봉면 아산온천로157번길 67"
"","N","",727,"20080924","정상운영","","2016-12-31","실내","34.7800392756","555110",650,"","wfYoEGCu5TjRmjuT6I8XhUTu3hFmbkgM0zcVRWmVjms=","실내","여수시","","","555110","061-808-0114","127.643775971","2020-09-24","신고","전라남도","전라남도학생교육문화회관","여수시 대통1길 55 (화장동)","N","수영장업","전남 여수시 대통1길 55"
"전라남도","N","",728,"20040429","정상운영","","2016-12-31","","34.8120418735","530831",2116,"","qx0Zwo6bBO/apdG6yK1qpb1+orhaOivfwP8C+zKBSf0=","실내","목포시","","목포시","530831","061-284-8801","126.436824891","2016-12-31","신고","전라남도","KBS비즈니스 목포스포츠월드","목포시 부주로 312 (옥암동,목포시민문화센터부지내)","N","수영장업","전남 목포시 부주로 312"
"전라남도","N","",729,"20151207","정상운영","자체운영        ","2016-12-31","실내외","","58682",433,"A동 B108.110.111호 (옥암동, 펠리시티몰)","wB6DGuAdH8S0pVzYSOhu3JYGIR6HgGuMI/zC/a3PG7g=","실내","목포시","","목포시","58682","061-277-6200","","2022-10-14","신고","전라남도","아쿠아스플래쉬 목포남악점","전라남도 목포시 남악로 22-14, A동 B108.110.111호 (옥암동, 펠리시티몰)","N","수영장업","전라남도 목포시 옥암동 1373 "
"","N","",730,"20100421","정상운영","","2016-12-31","실내","34.7588134999","555030",1574,"","j5WEJkevMPkZRIEIi6PzoTTWtFp0bIlEeoHjUjuceog=","실내","여수시","","","555030","061-659-4671","127.678251741","2019-01-18","신고","전라남도","망마체육센터수영장","여수시 여천체육공원길 49(시전동)","N","수영장업","전남 여수시 여천체육공원길 49"
"경기도","N","",731,"","정상운영","자체운영        ","2016-12-31","실내","37.3587825301","463711",740,"","Ac5h2c9mjFeoCGzuAKQQX8rlAWY6wJ/XYTLV7iMvdNA=","실내","성남시","","성남시","463711","031-727-4680","127.114936252","2020-07-27","신고","경기도","(재)케이티그룹희망나눔재단 KT스포츠센터","성남시 분당구 불정로 90 (정자동,한국통신사옥 지하2층)","N","수영장업","경기 성남시 분당구 불정로 90"
"경기도","N","4층",732,"20161107","폐업","자체운영        ","2016-11-07","없음","37.6754946782","10324",334,"","isTr+xdYjW6+dJZCRaVWB03HdnM2SMmfxOqINvhossI=","실내","고양시","식사동","고양시 일산동구","10324","","126.809073243","2020-06-19","신고","경기도","키즈인 킹덤 스위밍 스쿨","경기도 고양시 일산동구 위시티로 34 (식사동)","N","수영장업",""
"충청남도","N","지하 1층",733,"","정상운영","자체운영        ","2016-12-31","실내","36.79176810390959","31470",715,"지하 1층","gtutUjhdEaa41xyShoEJmqtQoCUrx29GpPaktnZILGw=","실내","아산시","장재리","아산시","31470","","127.10682343163319","2020-02-06","신고","충청남도","아쿠아마린어린이 수영장","충청남도 아산시 배방읍 희망로46번길 45-31","N","수영장업","충청남도 아산시 배방읍 장재리 1772"
"충청남도","N","",734,"","정상운영","","2016-12-31","","36.9008479437","343060",330,"","rXpLdpIaxQiFMvtkOwMALg7Wl+2ntjEd2MOX0WpzJkM=","실내","당진시","","당진시","343060","","126.681367918","2020-07-27","신고","충청남도","스포츠 아이 수영장","당진시 서해로 6258-8 (시곡동)","N","수영장업","충남 당진시 서해로 6258-8"
"경상북도","N","",735,"20060315","정상운영","자체운영        ","2016-12-31","실내","35.9710003718","38844",6544,"","hIu2iVM0SMlpdHq1XFKDda7OUfQkjOiyOwmGIewjKYo=","수영장","영천시","교촌동","영천시","38844","054-339-7485","128.9230929663","2020-03-06","공공","경상북도","종합스포츠센터수영장","경상북도 영천시 운동장로 94 (교촌동)","N","수영장","경상북도 영천시 교촌동 336-1 영천시종합스포츠센터"
"경기도","N","",736,"","정상운영","자체운영        ","2016-12-31","실내","37.5287188404","421804",757,"","GsN462ZklpMzaq3ngqRogRX/Cuzm4QOExHWU4oYR5XI=","실내","부천시","","부천시","421804","032-218-7654","126.822227459","2020-07-27","신고","경기도","고강BK스포츠센터","부천시 오정구 고리울로51번길 34 (고강동 393번지)","N","수영장업",""
"","N","롯데프라자 6,7층",737,"20161107","폐업","자체운영        ","2016-11-07","실내","37.4013312119","14005",2322,"","8ZU++cONn+mKJ8mp97uN/i7u8G3ha6gib/uNecAaU7A=","실내","안양시","안양동","","14005","031-441-4310","126.9131346898","2020-11-05","신고","경기도","롯데프라자스포츠쎈터","경기도 안양시 만안구 안양로329번길 108 (안양동)","N","수영장업",""
"강원도","N","",738,"20030305","정상운영","자체운영        ","2016-12-31","실내","37.2126533852","233908",1802,"","vUIUyRlkj0ohKT2mN6s/z6U1lXinBkrfXiIbZxFf5UI=","실내","정선군","","정선군","233908","033-5907-700","128.819969124","2021-05-10","신고","강원도","㈜강원랜드수영장"," 정선군 사북읍 하이원길 265","N","수영장업","강원 정선군 사북읍 하이원길 265"
"강원도","N","",739,"19910801","정상운영","자체운영        ","2016-12-31","실내","38.2105469213","219832",672,"","3dx5SjuOSoUnEVdgFg8Jqb/2jhI1evZ03pclAxSPjP0=","실내","고성군","","고성군","219832","033-635-8311","128.493895455","2021-10-25","신고","강원도","(주)소노인터내셔널 설악지점 아쿠아월드 실내수영장","고성군토성면미시령옛길1153","N","수영장업","강원 고성군 토성면 미시령옛길 1153"
"강원도","N","",740,"19950721","정상운영","","2016-12-31","","38.2087649768","219832",765,"","oU0JBnlrkL2EZ8TSbmhv/fRy5Zzd0YIGcSNJbp8m8To=","실내","고성군","","고성군","219832","033-636-0013","128.504764379","2016-12-31","신고","강원도","일성수영장","고성군토성면고성대로47-24","N","수영장업","강원 고성군 토성면 고성대로 47-24"
"강원도","N","",741,"20050104","정상운영","","2016-12-31","","38.0770173957","215803",703,"","pFkiney5bDY5SjA/GgYjEzoLmgsHvSZDYc2wKYe89zk=","실내","양양군","","양양군","215803","033-670-2348","128.626903467","2016-12-31","신고","강원도","양양군 문화복지회관 수영장","양양군 양양읍 일출로 540","N","수영장업","강원 양양군 양양읍 일출로 540"
"충청북도","N","",742,"20110628","정상운영","자체운영        ","2016-12-31","없음","36.9411636328","380873",1532,"","nexOcBmv02PVQckevysfp+DrbkpLRAuv3TWi/ERUq3Q=","실내","충주시","","충주시","380873","043-845-0180","127.848193192","2021-11-10","신고","충청북도","충주시시설관리공단(환경체육센터)","충주시 대소원면 성종두담길 21","N","수영장업","충북 충주시 대소원면 성종두담길 21"
"","N","801호",743,"20161107","정상운영","자체운영        ","2016-11-07","실내","37.6779394817","10323",297,"","1tky0SSsAkhFh3bZJJyKAa+Qhkj/vBjoTgnzg+6r7K4=","실내","고양시","식사동","","10323","031-927-9908","126.8121594118","2021-06-24","신고","경기도","키즈라움","경기도 고양시 일산동구 위시티2로11번길 31 (식사동)","N","수영장업",""
"경기도","N","B101호",744,"","정상운영","자체운영        ","2016-12-31","없음","37.6720527215","10361",298,"","6bb8ZMBQJuxdOXJbO3GSnH6VFmR2avgU33kLHQrBMAY=","실내","고양시","주엽동","고양시 일산서구","10361","031-923-2999","126.7668523813","2020-07-27","신고","경기도","오션키즈 주엽센터","경기도 고양시 일산서구 강선로 96 (주엽동)","N","수영장업",""
"경기도","N","지하1층",745,"20120625","정상운영","자체운영        ","2016-12-31","실내","37.5915461648631","11940",370,"지하1층","Ew6YJevg2reisgtjOMvmMMXYwGvueU4JEivefOYVVpA=","실내","구리시","수택동","구리시","11940","031-558-0010","127.142819420081","2022-11-15","신고","경기도","오션키즈&베이비 구리센터","경기도 구리시 이문안로 106 (수택동)","N","수영장업","경기도 구리시 수택동 853 럭키아파트 단지내 상가"
"경기도","N","",746,"20140925","정상운영","자체운영        ","2016-12-31","실내","37.607807951","471734",416,"","Uk5f/p11F44moEhCa+S+XVnLoaF6gH5jrI+syRXE3H8=","실내","구리시","","구리시","471734","031-557-2400","127.140496667","2023-01-26","신고","경기도","닥터마린키즈수영장","경기도 구리시 건원대로 56 (인창동, 삼보아파트상가 B15호)","N","수영장업",""
"경기도","N","",747,"","정상운영","","2016-12-31","","37.6059268545","472926",1320,"","se+BioJker4s6p0kkTYtzJox2dqIyr29+ZZmS9KHVYw=","실내","남양주시","","남양주시","472926","","127.177788514","2020-07-27","신고","경기도","남양주체육문화센터","남양주시 강변북로 842 (이패동)","N","수영장업","경기 남양주시 강변북로 842"
"경기도","N","",748,"","정상운영","","2016-12-31","","37.5856853892","472901",1407,"","uA+kcJc6hU48YlAg4/y5i6hmEy59J9twt3oKvWmKn+U=","실내","남양주시","","남양주시","472901","","127.217498327","2020-07-27","신고","경기도","와부체육문화센터 수영장","남양주시 와부읍 월문천로 43","N","수영장업","경기 남양주시 와부읍 월문천로 43"
"경기도","N","",749,"","정상운영","","2016-12-31","","37.3529958672","463869",941,"","3/lDr4it4CEyW/yc3rZ4hK0mwaSmmL2pSKTt0UqDHiE=","실내","성남시","","성남시","463869","031-714-1234","127.1055503","2020-07-27","신고","경기도","사회복지법인 분당사회관","성남시 분당구 정자일로 33 (금곡동,지하2층)","N","수영장업","경기 성남시 분당구 정자일로 33"
"경기도","N","",750,"","폐업","","2016-12-31","","37.3702526171","463831",208,"","qTRMseTjTHkjlIUXnkHCDNS7RgHoeINIwdF6nlB2MJ8=","실내","성남시","","성남시","463831","031-706-2222","127.143010288","2020-01-30","신고","경기도","BCIS 스포츠 클럽","성남시 분당구 장안로25번길 6-10 (분당동,지하 1~2층)","N","수영장업","경기 성남시 분당구 장안로25번길 6-10"
"경기도","N","",751,"20161231","정상운영","자체운영        ","2016-12-31","실내","37.365323746","463833",579,"","FAwkneAv0jj3WmgjR5bphIAnOYCirvYE9DYuDdqtScU=","실내","성남시","","성남시","463833","031-728-7777","127.115181034","2022-07-31","신고","경기도","스포츠클럽 필립","성남시 분당구 내정로 58 (정자동,지하 2,3층)","N","수영장업","경기 성남시 분당구 내정로 58"
"전라남도","N","",752,"20120523","","자체운영        ","2016-12-31","실외","34.7775720349","550250",205,"","oSqoV1s70nHTAZR54sLEHOvsT7r7dlvdzMtA6pxQuY0=","실내","여수시","","여수시","550250","061-808-8016","127.690033329","2019-07-03","신고","전라남도","(주)여수관광레저","여수시 좌수영로 641-0 (둔덕동)","N","수영장업","전남 여수시 좌수영로 641"
"","N","",753,"20120731","폐업","자체운영        ","2016-11-07","실외","34.7215885415","550190",615,"","rlQCpPvWhs/kMJnSbqnrT2kRx/9ViVykT/abqt0ms1Y=","실내","여수시","","","550190","061-680-3057","127.699428264","2021-02-23","신고","전라남도","히든베이호텔","여수시 신월로 496-25 (신월동)","N","수영장업","전남 여수시 신월로 496-25"
"전라남도","N","",754,"","정상운영","","2016-12-31","","34.9394476369","540951",1008,"","mXypfXA9OkY8RnoKyUnTd2lHLX1rdrYOB0H77v1bu/Q=","실내","순천시","","순천시","540951","","127.520286593","2020-07-27","신고","전라남도","팔마수영장","순천시 팔마로 333(연향동)","N","수영장업","전남 순천시 팔마로 333"
"전라남도","N","",755,"","정상운영","","2016-12-31","","34.9538295797","540969",960,"","84mEvubcoGGCEUiNT1NufQkyX5+lOEKMS4SXBHCNXEY=","실내","순천시","","순천시","540969","","127.532043663","2020-07-27","신고","전라남도","유심천건강랜드 수영장","순천시 왕궁길 11(조례동)","N","수영장업","전남 순천시 왕궁길 11"
"전라남도","N","",756,"","정상운영","","2016-12-31","","34.9492812914","540960",794,"","gCY6bAsvgl/Fjav3eRgGKqxfhaKsHa4sfj1FRvb2DOY=","실내","순천시","","순천시","540960","","127.488693143","2020-07-27","신고","전라남도","웰빙수영장","순천시 중앙2길 30(장천동)","N","수영장업","전남 순천시 중앙2길 30"
"전라남도","N","",757,"","정상운영","","2016-12-31","","34.9539932365","540968",600,"","KJInxOYbDf7xksIxxIMBH2MDfmz8J+xx6U/iw5T7RAo=","실내","순천시","","순천시","540968","","127.521744807","2020-07-27","신고","전라남도","에코 파크","순천시 백강로 234(조례동)","N","수영장업","전남 순천시 백강로 234"
"전라남도","N","",758,"","정상운영","","2016-12-31","","34.9676735966","540949",1572,"","fhXWH68vpyjGtFsoaxJhHbjgsLDno3oMs9uuvGbuQHg=","실내","순천시","","순천시","540949","","127.486752521","2020-07-27","신고","전라남도","문화건강센터수영장","순천시 환선로 133(석현동)","N","수영장업","전남 순천시 환선로 133"
"전라남도","N","",759,"20161231","정상운영","자체운영        ","2016-12-31","없음","34.9579488969","58231",2593,"","hmLeoGid+0kfVXn69nHWlklq94CyPaX6w76ZwRN65BA=","실내","나주시","우산리","나주시","58231","061-339-5040","126.8755349435","2022-12-31","신고","전라남도","중흥골드스파&리조트 수영장","전라남도 나주시 남평읍 나주호로 442-129","N","수영장업","전라남도 나주시 남평읍 우산리 2356-4 골드레이크C.C"
"전라남도","N","광양커뮤니티센터 1층",760,"20011004","정상운영","자체운영        ","2016-12-31","실내","34.946502626","545070",1389,"광양커뮤니티센터 1층","MV5pB6j+abjqauY7s2ys3UxXJv/KhfXjlOTkVZdbVQM=","실내","광양시","","광양시","545070","061-000-0000","127.703071348","2019-06-19","신고","전라남도","광양레포츠(수영장)","광양시 중마로 410(마동)","N","수영장업",""
"전라남도","N","전라남도 곡성군 곡성읍 읍내리 726-1 (곡성중학교)",761,"20161231","정상운영","자체운영        ","2016-12-31","실내","35.2816736817","516804",1825,"","6JIsfqc3n8dPK5y32N4zVEoATqwta7i1YchKRncYMQ8=","실내","곡성군","","곡성군","516804","0613630162","127.289945405","2021-03-29","신고","전라남도","곡성국민체육센터","곡성읍 읍내7길 21","N","수영장업","전남 곡성군 곡성읍 읍내7길 21"
"전라남도","N","",762,"","정상운영","자체운영        ","2016-12-31","없음","34.6155235387","548804",520,"","Z9uh/PEUwPAFt4AKiNGBe1gIF2e2pZQWjrKowUL81Bc=","실내","고흥군","","고흥군","548804","061-830-6731","127.30031863","2020-07-27","신고","전라남도","문화회관수영장","고흥군 고흥로 1892-67","N","수영장업",""
"경기도","N","",763,"","정상운영","자체운영        ","2016-12-31","실내","37.7271152448","12009",1560,"","7KtR/OsWLc4KE3RJTxFirW3E+ibe58DVkvM+yzsyTc8=","실내","남양주시","장현리","남양주시","12009","031-560-1351","127.1897116046","2020-07-27","신고","경기도","진접체육문화센터","경기도 남양주시 진접읍 금강로 1509-24","N","수영장업","경기도 남양주시 진접읍 장현리 산25-39 진접체육문화센터"
"경기도","N","",764,"","정상운영","","2016-12-31","","37.6493012372","472737",492,"","OtE85eySFNToQHD92RoiGuSDXUSfd0VUJhRPNEnmmHg=","실내","남양주시","","남양주시","472737","","127.238529213","2020-07-27","신고","경기도","스윔아이","남양주시 경춘로1306번길 9 (평내동)","N","수영장업","경기 남양주시 경춘로1306번길 9"
"강원도","N","",765,"19970114","폐업","자체운영        ","2016-12-31","없음","37.6888241058","25322",430,"","BnjhbHSpu/DHSigRyb1XOD5Xkgore4nL1A75raXxo7Y=","실내","평창군","간평리","평창군","25322","033-330-5440","128.5976153562","2021-02-10","신고","강원도","켄싱턴호텔평창 수영장","강원도 평창군 진부면 진고개로 231","N","수영장업",""
"경기도","Y","",766,"19990101","정상운영","자체운영        ","2016-12-31","실내","37.331105914","17300",1600,"","IpyIMQoLsLdQbWZQVvBe4/9D4NIeOzoEeMXx1e9VVAk=","수영장","이천시","도암리","이천시","17300","031-526-9416","127.4338080574","2022-08-29","공공","경기도","이천선수촌 수영장","경기도 이천시 신둔면 석동로 167","N","수영장",""
"경기도","N","연천공설운동장 내",767,"","정상운영","자체운영        ","2016-11-07","실내","38.1071249111","11012",1064,"","wdF00253xnBulVepgRqokfRdzsuv/U2h7pQdqxWyN+U=","수영장","연천군","옥산리","연천군","11012","","127.0797450104","2020-07-27","공공","경기도","연천군청소년수련관수영장","경기도 연천군 연천읍 문화로 150","N","수영장",""
"경기도","N","",768,"20161231","정상운영","","2016-12-31","실내","37.3608503423","463757",407,"","DRBcvzMi8r/DQdpRbGrlUxQJW1PmmSR3jVz4QzW+d08=","실내","성남시","","성남시","463757","031-719-3773","127.115905662","2021-02-10","신고","경기도","J&P어린이전용수영장","성남시 분당구 내정로 10 (정자동,정든마을 근린상가동 지하1호)","N","수영장업","경기 성남시 분당구 내정로 10"
"경기도","N","",769,"20161231","정상운영","자체운영        ","2016-12-31","실내","37.3843303888","463820",529,"","AzFzWc5D9HiikyTc4eOflbjDevBWN7DApUI77xykZaI=","실내","성남시","","성남시","463820","031-701-7934","127.13361986","2022-06-23","신고","경기도","팀식스아쿠아키즈","성남시 분당구 안골로 12-4 (서현동, 서현빌딩 지하1층)","N","수영장업","경기 성남시 분당구 안골로 12-4"
"경기도","N","",770,"","정상운영","","2016-12-31","","37.0645412783","459824",1393,"","wlysW+HGjTcddtAetIABBXOumCeYOTnaB93caJgHHY8=","실내","평택시","","평택시","459824","","127.071124994","2020-07-27","신고","경기도","이충문화체육센터","평택시 이충동 산 19-5","N","수영장업","경기 평택시 이충동 산 19-5"
"경기도","N","지층 2호, 4호",771,"20161231","정상운영","자체운영        ","2016-12-31","실내","37.40512612","13566",261,"","Xy6QBqLs5+Whx4XVa5HOZPBf9dy/7Kt0DX8ziN6dRGw=","실내","성남시","이매동","성남시 분당구","13566","031-708-3344","127.1269387054","2020-12-05","신고","경기도","아쿠아짐","경기도 성남시 분당구 판교로 478 (이매동)","N","수영장업","경기도 성남시 분당구 이매동 97-6 금강프라자"
"경기도","N","",772,"20161231","정상운영","자체운영        ","2016-12-31","실내","37.364695614","463914",350,"","JuonbAFem8AnqPHOnbVTmdD6geBWfKwAshMWN0hi13c=","실내","성남시","","성남시","463914","031-717-0337","127.123339487","2022-10-14","신고","경기도","키튼코리아","성남시 분당구 불정로 219, 지하2층 201호 (정자동, 한솔마을 청구코아상가)","N","수영장업","경기 성남시 분당구 불정로 219"
"경기도","N","",773,"20161231","정상운영","자체운영        ","2016-12-31","실내","37.3731105951","463727",264,"","ZIjDP4lB8Dszr+dk5IgOYsNYzfVPHOBvQyqcweBNfFs=","실내","성남시","","성남시","463727","031-714-2323","127.120422411","2022-01-12","신고","경기도","키즈앤맘 어린이전용수영장","성남시 분당구 내정로166번길 7-6, 지층 1호 (수내동, 파크타운대림아파트)","N","수영장업","경기 성남시 분당구 내정로166번길 7-6"
"서울특별시","N","",774,"","정상운영","위탁운영        ","2016-11-07","실내","37.5161997711","05500",22479,"","5VzAB777Je1dQTga6Bor703E9Fg0HnGiNSApvhgJvA0=","수영장","","잠실동","송파구","05500","02-2240-8751","127.0759402514","2020-07-27","공공","서울특별시","잠실제1수영장","서울특별시 송파구 올림픽로 25 (잠실동)","N","수영장","서울특별시 송파구 잠실동  10 서울종합운동장"
"전라북도","N","한누리전당",775,"","정상운영","자체운영        ","2016-12-31","실내","35.6411153994","55638",892,"","t33n8mdCVzPrzynfR4YCUsSCLob0aJ3YWrosnnfChdk=","수영장","장수군","두산리","장수군","55638","","127.5181094073","2020-07-27","공공","전라북도","장수한누리수영장","전라북도 장수군 장수읍 한누리로 393","N","수영장",""
"경기도","N","",776,"","정상운영","","2016-12-31","","37.4809146384","423858",2087,"","qsmeXi+4fcybilo823SqTvs6LbHTbqw53rCePGzAr+I=","실내","광명시","","광명시","423858","","126.850474807","2020-07-27","신고","경기도","㈜맥슨웰니스수영장","광명시 오리로 1018 (광명동)","N","수영장업","경기 광명시 오리로 1018"
"경기도","N","",777,"20050321","정상운영","자체운영        ","2016-12-31","없음","37.4809146384","14203",1536,"","VIbPsEhdRzw+gNF2uFQ7DQo9oxS9BawYrh6LLjubFP4=","실내","광명시","광명동","광명시","14203","02-2614-7999","126.8504748071","2018-11-01","신고","경기도","광명종합사회복지관 스포츠센타","경기도 광명시 오리로 1018 (광명동)","N","수영장업","경기도 광명시 광명동 158-970 광명종합사회복지관"
"","N","",778,"","정상운영","자체운영        ","2016-12-31","실내","37.4379629681","14323",1411,"","ttfofYfcg4tjffaEv5Y7VnNDdHFoBfXwwv73o2xTOvg=","실내","광명시","소하동","","14323","02-801-4040","126.8837314465","2020-07-27","신고","경기도","기아스포츠센터","경기도 광명시 서면로 79 (소하동)","N","수영장업","경기도 광명시 소하동 1233 기아스포츠문화센터"
"","N","",779,"","정상운영","자체운영        ","2016-12-31","실내","37.4347914188","14327",1224,"","QAebEsl5Nbpc16A3+TBc5UUjfJqYj2qS1neRDxKh2GM=","실내","광명시","소하동","","14327","02-899-3382","126.8801477466","2020-07-27","신고","경기도","광명시여성비전센터 수영장","경기도 광명시 오리로366번길 6 (소하동)","N","수영장업","경기도 광명시 소하동 1267 광명시여성비전센터"
"","N","",780,"20161231","정상운영","자체운영        ","2016-12-31","실내","37.4708927272","14253",498,"","4GjeFUlfaEM0R3YAR9SFQM607xHFu+zKtYkZJJPwm1M=","실내","광명시","철산동","","14253","02-6925-6607","126.8662714253","2021-10-04","신고","경기도","블루라군","경기도 광명시 도덕공원로 17 (철산동)","N","수영장업","경기도 광명시 철산동 617 도덕파크타운"
"경기도","N","",781,"","정상운영","","2016-12-31","","36.988920275","450830",3908,"","ysPPksKYUg4WAhTZsPfpw/+d8zO3Rd4pLUe5aX0Dew4=","실내","평택시","","평택시","450830","","127.107929718","2020-07-27","신고","경기도","평택시립수영장","평택시 평남로 616","N","수영장업","경기 평택시 평남로 616"
"경기도","N","",782,"","정상운영","","2016-12-31","","37.0707482687","459813",1107,"","Mqqu/hQMRULgfLdiX8SQ3kkcKzmtTpO21Fu4f1rjDuI=","실내","평택시","","평택시","459813","","127.06408698","2020-07-27","신고","경기도","스포피아스포츠센터","평택시 경기대로 1407, 지하1층","N","수영장업","경기 평택시 경기대로 1407"
"경기도","N","패밀리타운 지하1층",783,"","정상운영","자체운영        ","2016-12-31","실내","36.9950179587","17885",1675,"","+ZuN91vGNaH5B6QsVhzKZAOLKdxLi5P1JTfjxPlarHE=","실내","평택시","비전동","평택시","17885","","127.1127194157","2020-07-27","신고","경기도","오션차일드평택센터","경기도 평택시 경기대로 271 (비전동)","Y","수영장업",""
"","N","5층",784,"20050729","정상운영","자체운영        ","2016-11-07","실내","37.8927554142","483020",1008,"","hWTJoik+imaoGiT0TBifDlZ0HdP6W3gczFuSK5rRFKc=","실내","동두천시","","","483020","031-859-9090","127.051746119","2019-01-04","신고","경기도","영스포츠타운(수영장)","동두천시 중앙로 125 (지행동)","N","수영장업",""
"경기도","N","3층",785,"20090424","폐업","자체운영        ","2016-11-07","실내","37.9080902441","11313",449,"","c33P9UFhaUEZsMX9BQXHj/ehJE724P6ohtkZAyT9aW8=","실내","동두천시","생연동","동두천시","11313","031-857-5890","127.0647881762","2020-07-28","신고","경기도","소요산 탑 온천랜드 & 스포츠랜드","경기도 동두천시 장고갯로 161-35 (생연동)","N","수영장업",""
"경기도","N","",786,"19980112","정상운영","자체운영        ","2016-12-31","실내","37.29520860204149","15540",763,"","L212pZ9BErQSwyUmlljT+Jz8vluURAqOobAoFy9hG5k=","실내","안산시","본오동","안산시 상록구","15540","031-407-0400","126.86089431150334","2021-10-07","신고","경기도","하이츠실내수영장","경기도 안산시 상록구 반석로 20 (본오동)","N","수영장업","경기도 안산시 상록구 본오동 880 롯데마트"
