addr_ctpv_nm,nation_yn,row_num,base_ymd,faci_stat_nm,reg_dt,inout_gbn_nm,faci_lat,faci_zip,faci_gfa,ftype_nm,cpb_nm,addr_emd_nm,addr_cpb_nm,faci_road_zip,faci_tel_no,faci_lot,updt_dt,faci_gb_nm,cp_nm,faci_nm,faci_road_addr,atnm_chk_yn,fcob_nm,faci_addr
"대구광역시","N",266,"20220420","정상운영","2022-11-04","실내","35.8677649398679","41942",514,"인공암벽장","중구","","중구","41942","053-257-7979","128.594704100237","2022-11-04","신고","대구광역시","동성로 클라이밍짐","대구광역시 중구 동성로 10-1(동성로3가)","N","인공암벽장업","대구광역시 중구 동성로3가 105"
"충청남도","N",267,"20221103","정상운영","2022-11-04","없음","36.7876765139447","31177",222,"인공암벽장","천안시","신방동","천안시 동남구","31177","041-577-7747","127.121464742327","2022-11-04","신고","충청남도","BJ1 클라이밍","충청남도 천안시 동남구 신촌로 24(신방동)","N","인공암벽장업","충청남도 천안시 동남구 신방동 784-1 천안산업기자재유통단지"
"제주특별자치도","N",268,"19999999","정상운영","2022-11-17","실외","33.4096918414655","63028","","인공암벽장","제주시","한림리","제주시","63028","064-728-3272","126.268544091817","2022-11-17","공공","제주특별자치도","한림종합운동장 인공암벽장 ","제주특별자치도 제주시 한림읍 한림중앙로 71-9","N","인공암벽장업","제주특별자치도 제주시 한림읍 한림리 887-2"
"서울특별시","N",269,"20220527","정상운영","2022-11-11","실내","37.4851852937745","06267",1196,"인공암벽장","강남구","도곡동","강남구","06267","02-576-8821","127.035883711966","2022-11-11","신고","서울특별시","더월클라이밍(주)","서울특별시 강남구 남부순환로 2615(도곡동, 극동스타클래스)","N","인공암벽장업","서울특별시 강남구 도곡동 957-11 극동스타클래스"
"서울특별시","N",270,"20220622","정상운영","2022-11-11","실내","37.5063288679695","06125",446,"인공암벽장","강남구","역삼동","강남구","06125","","127.034023961402","2022-11-11","신고","서울특별시","비블럭클라이밍","서울특별시 강남구 논현로 563(역삼동)","N","인공암벽장업","서울특별시 강남구 역삼동 606-33"
"서울특별시","N",271,"20220621","정상운영","2022-11-11","실내","37.4977565635439","06224",360,"인공암벽장","강남구","역삼동","강남구","06224","02-552-2532","127.040978946123","2022-11-11","신고","서울특별시","클라임 이모션","서울특별시 강남구 논현로76길 27(역삼동)","N","인공암벽장업","서울특별시 강남구 역삼동 728-41 에이포스페이스"
"서울특별시","N",272,"20220615","정상운영","2022-11-11","실내","37.5258115335877","06030",196,"인공암벽장","강남구","신사동","강남구","06030","02-511-1013","127.027856553464","2022-11-11","신고","서울특별시","타잔101 클라이밍 압구정점","서울특별시 강남구 압구정로28길 11(신사동)","N","인공암벽장업","서울특별시 강남구 신사동 581-10 하피스빌딩"
"인천광역시","N",273,"20220615","정상운영","2022-11-11","실내","37.4228717303009","21617",239,"인공암벽장","남동구","서창동","남동구","21617","032-463-5015","126.749063648203","2022-11-12","신고","인천광역시","볼리클라이밍","인천광역시 남동구 서창남순환로216번길 30(서창동)","N","인공암벽장업","인천광역시 남동구 서창동 704-1 대홍프라자"
"서울특별시","N",274,"20221027","정상운영","2022-11-15","없음","37.5011601442131","08292",845,"인공암벽장","구로구","구로동","구로구","08292","02-526-8816","126.882773011925","2022-11-15","신고","서울특별시","PEAKERS","서울특별시 구로구 구로중앙로 152(구로동)","N","인공암벽장업","서울특별시 구로구 구로동 573 NC백화점"
"대구광역시","N",275,"20220604","정상운영","2022-11-03","없음","35.8705027363269","41151",475,"인공암벽장","동구","","동구","41151","053-962-5331","128.691380186449","2022-11-03","신고","대구광역시","다이노캣 클라이밍 짐","대구광역시 동구 안심로 52(율하동)","N","인공암벽장업","대구광역시 동구 율하동 1114"
"대구광역시","N",276,"20220527","정상운영","2022-11-03","없음","35.8566444804081","41856",183,"인공암벽장","서구","내당동","서구","41856","","128.553245326415","2022-11-04","신고","대구광역시","광장클라이밍센터","대구광역시 서구 달구벌대로 1719(내당동)","N","인공암벽장업","대구광역시 서구 내당동 465-4"
"울산광역시","N",277,"20220610","정상운영","2022-11-03","없음","35.555351487602","44533",469,"인공암벽장","중구","","중구","44533","","129.314993047789","2022-11-03","신고","울산광역시","구클라이밍짐","울산광역시 중구 당산길 26(우정동)","N","인공암벽장업","울산광역시 중구 우정동 252-7"
"울산광역시","N",278,"20220530","정상운영","2022-11-03","없음","35.5228582818764","44031",157,"인공암벽장","동구","","동구","44031","","129.431688846059","2022-11-04","신고","울산광역시","현대예술관 클라이밍장","울산광역시 동구 명덕로 10(서부동)","N","인공암벽장업","울산광역시 동구 서부동 110-1 현대예술관"
"서울특별시","N",279,"20220530","정상운영","2022-11-23","실내","37.5215466406887","07251",229,"인공암벽장","영등포구","영등포동6가","영등포구","07251","","126.902851854546","2023-01-12","신고","서울특별시","알레클라이밍","서울특별시 영등포구 영등포로33길 14(영등포동6가, 스위트빌)","N","인공암벽장업","서울특별시 영등포구 영등포동6가 148 스위트빌"
"전라북도","N",280,"20220613","정상운영","2022-11-23","없음","35.8163182618621","54977",210,"인공암벽장","전주시","중화산동2가","전주시 완산구","54977","","127.118935741368","2022-11-23","신고","전라북도","전주 바위오름","전라북도 전주시 완산구 중산중앙로 8(중화산동2가)","N","인공암벽장업","전라북도 전주시 완산구 중화산동2가 616-3"
"서울특별시","N",281,"20220715","정상운영","2022-12-14","없음","37.5794283422818","03925",306,"인공암벽장","마포구","상암동","마포구","03925","02-2068-4765","126.889782954548","2022-12-14","신고","서울특별시","코알라클라이밍","서울특별시 마포구 월드컵북로 396(상암동)","N","인공암벽장업","서울특별시 마포구 상암동 1605 누리꿈스퀘어"
"서울특별시","N",282,"20220706","정상운영","2022-12-14","없음","37.5597217143411","03986",210,"인공암벽장","마포구","성산동","마포구","03986","02-332-5015","126.917400127088","2022-12-14","신고","서울특별시","홍대클라이밍","서울특별시 마포구 동교로23길 105(성산동)","N","인공암벽장업","서울특별시 마포구 성산동 630-10"
"서울특별시","N",283,"20220610","정상운영","2022-12-14","없음","37.5547493986687","04032",0,"인공암벽장","마포구","","마포구","04032","02-332-5014","126.920309389675","2022-12-14","신고","서울특별시","더월클라이밍홍대점","서울특별시 마포구 양화로 125(서교동)","N","인공암벽장업","서울특별시 마포구 서교동 353-5 경남관광빌딩"
"서울특별시","N",284,"20220530","정상운영","2022-12-14","없음","37.5576684824211","04051",1026,"인공암벽장","마포구","","마포구","04051","02-2088-5071","126.92589313527","2022-12-14","신고","서울특별시","더월클라이밍(주)연남점","서울특별시 마포구 양화로 186(동교동)","N","인공암벽장업","서울특별시 마포구 동교동 167-2 LC TOWER"
"서울특별시","N",285,"20220405","정상운영","2022-12-14","없음","37.5544056031357","04039",628,"인공암벽장","마포구","서교동","마포구","04039","02-332-7738","126.921965798065","2022-12-14","신고","서울특별시","(주)볼더프렌즈","서울특별시 마포구 홍익로 25(서교동)","N","인공암벽장업","서울특별시 마포구 서교동 356-1"
"강원도","N",286,"20220616","정상운영","2022-12-27","실내","0","26487",225,"인공암벽장","원주시","","원주시","26487","","0","2022-12-27","신고","강원도","조이클럽 클라이밍","강원도 원주시 나비허리길 33(단구동)","N","인공암벽장업","강원도 원주시 단구동 1607-9"
"강원도","N",287,"20220513","폐업","2022-12-27","없음","37.3335120649582","26392",394,"인공암벽장","원주시","무실동","원주시","26392","","127.929707699037","2022-12-28","신고","강원도","닌자 클라이밍","강원도 원주시 능라동길 72(무실동)","N","인공암벽장업","강원도 원주시 무실동 1850-6"
"서울특별시","N",288,"20221217","정상운영","2022-12-23","없음","0","07297",1867,"인공암벽장","영등포구","","영등포구","07297","","0","2022-12-23","신고","서울특별시","서울숲클라이밍 영등포점","서울특별시 영등포구 문래로 164(문래동3가)","N","인공암벽장업","서울특별시 영등포구 문래동3가 55-16 영등포 SK 리더스뷰"
"서울특별시","N",289,"20221124","정상운영","2022-12-22","실내","37.4975931910405","06234",1153,"인공암벽장","강남구","역삼동","강남구","06234","","127.032001186611","2022-12-22","신고","서울특별시","더월클라이밍(주)강남비지점","서울특별시 강남구 테헤란로8길 21(역삼동)","Y","인공암벽장업","서울특별시 강남구 역삼동 823-14"
"부산광역시","N",290,"20220621","정상운영","2022-12-29","없음","0","46516",160,"인공암벽장","북구","","북구","46516","","0","2022-12-29","신고","부산광역시","화명 자바클라이밍센터","부산광역시 북구 양달로 40(화명동)","Y","인공암벽장업","부산광역시 북구 화명동 263-5"
"부산광역시","N",291,"20220608","정상운영","2022-12-29","없음","0","46524",278,"인공암벽장","북구","","북구","46524","051-361-4443","0","2022-12-29","신고","부산광역시","SO클라이밍짐","부산광역시 북구 금곡대로303번길 61(화명동)","Y","인공암벽장업","부산광역시 북구 화명동 2271-2 새론타워"
"부산광역시","N",292,"20220513","정상운영","2022-12-29","없음","35.2135057731367","46552",226,"인공암벽장","북구","덕천동","북구","46552","051-331-8382","129.010084132877","2022-12-29","신고","부산광역시","락 클라이밍","부산광역시 북구 의성로 79(덕천동)","Y","인공암벽장업","부산광역시 북구 덕천동 337-1"
"경상남도","N",293,"20221213","정상운영","2022-12-16","실내","35.2293396295983","50938",313,"인공암벽장","김해시","외동","김해시","50938","","128.872242572055","2022-12-20","신고","경상남도","홀드야미","경상남도 김해시 김해대로 2232(외동)","N","인공암벽장업","경상남도 김해시 외동 1264"
"경기도","N",294,"20220804","정상운영","2022-12-26","없음","37.6509174810735","10414",1397,"인공암벽장","고양시","마두동","고양시","10414","031-905-5014","126.778893109192","2022-12-26","신고","경기도","더월클라이밍(주) 일산지점","경기도 고양시 일산동구 중앙로 1160(마두동)","Y","인공암벽장업","경기도 고양시 일산동구 마두동 805-1"
"강원도","N",295,"20220610","정상운영","2023-01-09","없음","0","26015",0,"인공암벽장","태백시","","태백시","26015","033-562-8617","0","2023-01-10","신고","강원도","태백클라이밍센터","강원도 태백시 황지로 99(황지동)","Y","인공암벽장업","강원도 태백시 황지동 58-12"
"경기도","N",296,"20220609","정상운영","2022-12-13","없음","36.9632369171211","17990",245,"인공암벽장","평택시","남산리","평택시","17990","031-656-0413","127.064297584222","2022-12-13","신고","경기도","힐앤토클라이밍","경기도 평택시 팽성읍 송화택지로 139","N","인공암벽장업","경기도 평택시 팽성읍 남산리 98-68"
"경기도","N",297,"20220713","정상운영","2023-01-04","없음","37.4433650622925","13248",245,"인공암벽장","성남시","","성남시","13248","","127.154589757858","2023-01-13","신고","경기도","락페이스클라이밍","경기도 성남시 중원구 산성대로 340-1(중앙동)","N","인공암벽장업","경기도 성남시 중원구 중앙동 208"
